date,ticker,ret,close,vwap,mom_5d,mom_20d,mom_60d,vol_20d,vol_60d,turnover,turnover_20d,log_amount,log_mktcap,amihud,price_pos,amplitude,gap,hit_limit,abnormal_trd
2024-01-02,000021,-0.024676,15.81,15.87310731491632,,,,,,0.01381042379893359,,19.650257345028905,23.928970897636184,7.215666126540896e-05,0.21739130434782492,0.02909550917141055,,0,0
2024-01-02,000063,-0.033233,25.6,25.837646491658578,,,,,,0.02792667937006111,,21.78995247554856,25.35906585200452,1.1437034380840594e-05,0.02150537634408931,0.03632812500000013,,0,0
2024-01-02,000089,-0.00311,6.41,6.386313260246247,,,,,,0.005782296199447971,,18.1426704637635,23.29934020063479,4.1067543455426994e-05,0.6842105263157907,0.02964118564742582,,0,0
2024-01-02,000157,0.015314,6.63,6.619482051164217,,,,,,0.005222886816985284,,19.31388562493593,24.574405788029814,6.268659687224887e-05,0.7777777777777772,0.027149321266968285,,0,0
2024-01-02,000338,0.01685,13.88,13.886604816725619,,,,,,0.010006316927926983,,20.35271057173944,25.268210464706602,2.440787737548043e-05,0.6136363636363649,0.03170028818443813,,0,0
2024-01-02,000425,0.027473,5.61,5.5811632602188315,,,,,,0.009250284907412363,,19.85390332139214,24.91728515820335,6.553381193066515e-05,0.8500000000000026,0.03565062388591787,,0,0
2024-01-02,000528,-0.001484,6.73,6.74328403570162,,,,,,0.00798631314013104,,18.14801645292589,23.29829167876573,1.9491735240384113e-05,0.4285714285714358,0.010401188707280741,,0,0
2024-01-02,000625,-0.035056,16.24,16.47076451383521,,,,,,0.02441865055907929,,21.913000985381636,25.62406357073033,1.066760559428796e-05,0.0,0.04002463054187206,,0,0
2024-01-02,000680,0.010121,4.99,4.990316252596798,,,,,,0.018607066301653753,,18.40912265756964,22.736736967489986,0.00010238658136893885,0.714285714285718,0.014028056112224328,,0,0
2024-01-02,000725,-0.007692,3.87,3.8685693474665372,,,,,,0.008450255508120489,,20.907020952936524,25.686346987554852,6.400817474302483e-06,0.5000000000000037,0.015503875968992262,,0,0
2024-01-02,000768,0.002235,22.42,22.714447954093572,,,,,,0.00815608048511244,,20.05563114018569,24.856295911274696,4.357401645205431e-06,0.2250000000000039,0.03568242640499557,,0,0
2024-01-02,001309,-0.064496,88.77,89.67575941091954,,,,,,0.041505431855092055,,19.335599796304155,23.031137651568283,0.0002583381152147314,0.0940721649484524,0.08741692013067467,,0,0
2024-01-02,002049,-0.020608,66.06,66.45564189899046,,,,,,0.010073459314851435,,20.158805892236018,24.75086236471987,3.623912355402827e-05,0.0,0.02089009990917341,,0,0
2024-01-02,002097,0.009788,6.19,6.1838593498068795,,,,,,0.014390984836930545,,18.385844126998,22.629817972908953,0.00010134989793911513,0.6923076923076938,0.021001615508885425,,0,0
2024-01-02,002156,-0.00519,23.0,23.182335684661236,,,,,,0.010912034116013162,,19.763757690176245,24.2738647840802,1.3548039446452858e-05,0.03846153846153767,0.022608695652173893,,0,0
2024-01-02,002185,-0.00939,8.44,8.466072175157205,,,,,,0.005709369413074027,,18.858006213003108,24.020799426774495,6.063697912912904e-05,0.09999999999999823,0.011848341232227447,,0,0
2024-01-02,002230,-0.027598,45.1,45.50718039176272,,,,,,0.014305709329487673,,21.061663195003096,25.371855416970185,1.96749440184504e-05,0.029197080291970236,0.030376940133037638,,0,0
2024-01-02,002236,-0.024932,17.99,18.085260207531785,,,,,,0.01500218706861451,,20.09124276296432,24.805326883577145,4.690738823976436e-05,0.07547169811320578,0.029460811561978942,,0,0
2024-01-02,002241,-0.012375,20.75,21.03875642822106,,,,,,0.07449758838204897,,22.275660292660035,24.985570522485435,2.6202869978891448e-06,0.07462686567164266,0.0322891566265061,,0,0
2024-01-02,002352,-0.029703,39.2,39.354049896099006,,,,,,0.003710141386481614,,20.380448048961693,25.98019820166115,4.184891372480675e-05,0.04000000000000341,0.03188775510204082,,0,0
2024-01-02,002371,-0.022018,240.3,241.9455045510551,,,,,,0.007773663339032315,,20.71685259838394,25.570057273941313,2.2159660474571867e-05,0.14481707317073425,0.02729920932168124,,0,0
