network,variant,horizon,n_days,n_days_excluded,mean_n_stocks,mean_pearson_ic,std_pearson_ic,icir_pearson,t_stat_pearson,spearman_n_days,mean_spearman_ic,std_spearman_ic,icir_spearman,t_stat_spearman,p_value_pearson,holm_adjusted_p
W-corr,alpha_0.60,5,6,0,99.0,0.05136781359688102,0.21319363940731742,0.24094440030989936,0.5901908371401424,6,0.07281385281385282,0.18728423016801538,0.3887879548028708,0.9523321074072818,0.5550627144535394,1.0
W-corr,alpha_0.60,20,6,0,99.0,-0.1594072632399168,0.29855606162993,-0.5339274050228708,-1.3078497019943616,6,-0.13424860853432283,0.272362399210372,-0.49290433967219377,-1.207364124200354,0.19092429242459952,1.0
W-corr,alpha_0.75,5,6,0,99.0,0.043711647951760337,0.22272370397159588,0.1962595232222562,0.4807356890564335,6,0.07527520098948669,0.2169578306452944,0.34695775103206367,0.8498694523321596,0.6307043626532636,1.0
W-corr,alpha_0.75,20,6,0,99.0,-0.18349714779138046,0.31544207194522655,-0.5817142483873963,-1.424903084655753,6,-0.14956709956709954,0.30555636403443764,-0.48949103069652516,-1.1990032588755042,0.15418521786845707,1.0
W-corr,b0_alpha_0.40,5,6,0,99.0,0.05655546184477014,0.20372525507232342,0.2776065334889024,0.6799943563106612,6,0.0700803957946815,0.17510681703223213,0.4002151200188952,0.9803228313930223,0.49650803441803415,1.0
W-corr,b0_alpha_0.40,20,6,0,99.0,-0.13946916073442736,0.2816523826114527,-0.49518189564484866,-1.2129429741939868,6,-0.1230096887239744,0.25253562316956363,-0.4870983633124117,-1.1931424446602263,0.22515162384134224,1.0
W-corr,gate_V1,5,6,0,99.0,0.05655546184477014,0.20372525507232342,0.2776065334889024,0.6799943563106612,6,0.0700803957946815,0.17510681703223213,0.4002151200188952,0.9803228313930223,0.49650803441803415,1.0
W-corr,gate_V1,20,6,0,99.0,-0.13946916073442736,0.2816523826114527,-0.49518189564484866,-1.2129429741939868,6,-0.1230096887239744,0.25253562316956363,-0.4870983633124117,-1.1931424446602263,0.22515162384134224,1.0
W-corr,gate_V2,5,6,0,99.0,0.05655546184477014,0.20372525507232342,0.2776065334889024,0.6799943563106612,6,0.0700803957946815,0.17510681703223213,0.4002151200188952,0.9803228313930223,0.49650803441803415,1.0
W-corr,gate_V2,20,6,0,99.0,-0.13946916073442736,0.2816523826114527,-0.49518189564484866,-1.2129429741939868,6,-0.1230096887239744,0.25253562316956363,-0.4870983633124117,-1.1931424446602263,0.22515162384134224,1.0
W-corr,gate_V3,5,6,0,99.0,0.05655546184477014,0.20372525507232342,0.2776065334889024,0.6799943563106612,6,0.0700803957946815,0.17510681703223213,0.4002151200188952,0.9803228313930223,0.49650803441803415,1.0
W-corr,gate_V3,20,6,0,99.0,-0.13946916073442736,0.2816523826114527,-0.49518189564484866,-1.2129429741939868,6,-0.1230096887239744,0.25253562316956363,-0.4870983633124117,-1.1931424446602263,0.22515162384134224,1.0
