stock_code,trade_date,close,volume,turnover_rate,market_value,pe_ttm,pb,roe,ret,mom_5d,mom_20d,mom_60d,vol_20d,vol_60d,turnover_20d,amihud,price_pos,amplitude,gap,hit_limit,abnormal_trd
600150,2024-01-02,29.8,55697597.03329611,0.0124535459395978,133278376990.00021,,,,0.012228,,,,,,,7.309913553158398e-06,0.3457943925233653,0.0359060402684563,,0,0
600278,2024-01-02,7.07,7191529.142122927,0.0082928893882603,6242330660.000011,,,,0.012894,,,,,,,0.0002548182768616,0.7000000000000022,0.0282885431400283,,0,0
600428,2024-01-02,5.48,41013105.18338956,0.0191056251612558,11763646229.999994,,,,0.022388,,,,,,,0.0001001076694024,0.8461538461538493,0.0237226277372262,,0,0
600570,2024-01-02,28.18,22137055.03518329,0.0116510420748164,53542181540.00022,,,,-0.020167,,,,,,,3.205220631323218e-05,0.037735849056603,0.0376153300212916,,0,0
600584,2024-01-02,29.53,10266068.033684777,0.0057389911931077,52824090129.99983,,,,-0.011052,,,,,,,3.62635625092158e-05,0.0,0.0152387402641381,,0,0
600588,2024-01-02,17.4,10793000.057102116,0.0031586210662481,59482271649.99993,,,,-0.021922,,,,,,,0.0001159818748719,0.0,0.0258620689655174,,0,0
600660,2024-01-02,37.68,9507729.026378598,0.0047467767742959,75472524990.00012,,,,0.007756,,,,,,,2.15185361269476e-05,0.3425925925925908,0.0286624203821655,,0,0
600685,2024-01-02,26.04,14116970.038115919,0.0171857382404203,21390172109.999973,,,,0.019178,,,,,,,5.178073608495251e-05,0.36893203883495,0.0395545314900154,,0,0
600703,2024-01-02,13.71,17549615.072699193,0.0035176486518876,68399446749.99997,,,,-0.010108,,,,,,,4.187235456290293e-05,0.0588235294117739,0.012399708242159,,0,0
600745,2024-01-02,41.43,11644818.024015464,0.009369755575561,51489583250.00008,,,,-0.020799,,,,,,,4.289446363020212e-05,0.0,0.0217233888486603,,0,0
600760,2024-01-02,42.34,12677063.023482924,0.0046186807202137,116676317379.99997,,,,0.003793,,,,,,,7.026147477183207e-06,0.3551401869158901,0.0252716107699574,,0,0
600761,2024-01-02,18.49,11937667.053540418,0.0161274464835008,13686448320.00007,,,,0.015376,,,,,,,6.89612679415346e-05,0.346666666666664,0.0405624661979448,,0,0
600798,2024-01-02,3.86,43131266.26068622,0.0357480674198135,4657222019.999993,,,,0.054645,,,,,,,0.0003302753764104,0.653846153846153,0.0673575129533679,,0,0
600835,2024-01-02,11.94,7520600.08369555,0.0093249347852974,9629661340.000011,,,,0.005897,,,,,,,6.562677004201717e-05,0.5833333333333321,0.0201005025125626,,0,0
600893,2024-01-02,37.14,11125945.0267255,0.0041746432195495,99000169999.99997,,,,-0.006421,,,,,,,1.5423806446597653e-05,0.1029411764705887,0.0183091007000538,,0,0
601006,2024-01-02,7.28,100780232.13733278,0.0063998360570295,114640450540.00026,,,,0.009709,,,,,,,1.323041712223814e-05,0.6923076923076917,0.0178571428571428,,0,1
601018,2024-01-02,3.59,24852644.27806231,0.001572214069986,69841254349.99992,,,,0.008427,,,,,,,9.428498716495684e-05,0.5714285714285696,0.0194986072423399,,0,0
601100,2024-01-02,55.23,7695631.018055511,0.0057394917335906,74053543389.99966,,,,0.010059,,,,,,,2.360050506535489e-05,0.5228426395939059,0.0356690204598949,,0,0
601111,2024-01-02,7.37,41780712.13572481,0.0037901204155482,85772866820.0002,,,,0.004087,,,,,,,1.327662196270716e-05,0.526315789473686,0.0257801899592944,,0,1
601138,2024-01-02,14.2,128016637.0697932,0.0064551263388099,282094956540.0003,,,,-0.060847,,,,,,,3.317290167110344e-05,0.1752577319587627,0.0683098591549296,,0,0
601186,2024-01-02,7.58,37466256.13175439,0.0032570161177556,87194600890.00015,,,,-0.003942,,,,,,,1.3862515412289778e-05,0.3333333333333382,0.0079155672823219,,0,0
601238,2024-01-02,8.72,17154572.114153016,0.0023305485138104,64441872040.00006,,,,-0.003429,,,,,,,2.28178668089373e-05,0.1111111111111089,0.0103211009174311,,0,0
601298,2024-01-02,6.3,13014630.158755459,0.0024136589346401,33970072500.000053,,,,0.019417,,,,,,,0.0002368530255677,0.6666666666666653,0.0333333333333333,,0,0
601633,2024-01-02,24.65,13285381.04029036,0.0021544364938356,152286748680.00003,,,,-0.022601,,,,,,,6.85416783974653e-05,0.0,0.028397565922921,,0,0
601668,2024-01-02,4.74,163051333.2098416,0.0039460259511529,198698498459.9998,,,,-0.014553,,,,,,,1.872922199185066e-05,0.0,0.0168776371308017,,0,0
601669,2024-01-02,4.87,43451602.20506009,0.0033241415346823,83891395959.99988,,,,-0.00409,,,,,,,1.9301844178892494e-05,0.5,0.0123203285420945,,0,0
601766,2024-01-02,5.25,57236215.18962019,0.0023527084073933,127720939749.99934,,,,-0.001901,,,,,,,6.297905618731658e-06,0.0,0.0114285714285713,,0,0
601800,2024-01-02,7.54,37127010.132745355,0.0031604891413748,89312698099.99986,,,,-0.007895,,,,,,,2.8228102720603445e-05,0.3750000000000028,0.0106100795755968,,0,0
601816,2024-01-02,4.89,55261231.203700036,0.0011253346973876,240130709749.99878,,,,-0.006098,,,,,,,2.247801384476091e-05,0.1428571428571392,0.0143149284253579,,0,0
601868,2024-01-02,2.09,108703196.4763498,0.0076430436737221,67776040760.0003,,,,-0.004762,,,,,,,2.0867625198520703e-05,0.0,0.0095693779904306,,0,0
601872,2024-01-02,6.05,57464479.166267864,0.0070562187390123,49270028440.00016,,,,0.028912,,,,,,,8.365406899039492e-05,0.8124999999999987,0.0264462809917355,,0,0
601919,2024-01-02,9.85,160769902.10125136,0.0126017493782523,125663785809.99985,,,,0.028184,,,,,,,1.774996711117008e-05,0.5,0.0365482233502537,,0,0
601989,2024-01-02,4.16,132892190.23871382,0.0060176314879978,94856466950.00035,,,,0.007264,,,,,,,1.3048307498268282e-05,0.2727272727272742,0.0264423076923077,,0,0
603501,2024-01-02,103.0,8447082.00960193,0.0069556132266663,125224861769.99985,,,,-0.034767,,,,,,,3.95201983969204e-05,0.0,0.0387378640776698,,0,0
603799,2024-01-02,32.08,18655861.030971512,0.0110629645663498,54859575560.000206,,,,-0.025812,,,,,,,4.2851762053847305e-05,0.0128205128205102,0.0243142144638404,,0,0
603986,2024-01-02,89.98,8930619.011069085,0.0134411911997394,60008233189.999954,,,,-0.026085,,,,,,,3.233114461379269e-05,0.0509803921568663,0.0283396310291177,,0,0
688002,2024-01-02,43.45,4555231.022771684,0.0101837468582509,19435360059.99994,,,,-0.017413,,,,,,,8.704784199986341e-05,0.0476190476190514,0.0241657077100116,,0,0
688008,2024-01-02,57.62,5742423.017274962,0.0050427854977464,65614215279.99993,,,,-0.019401,,,,,,,5.83642287305706e-05,0.0916030534351124,0.0227351614022909,,0,0
688012,2024-01-02,146.05,9838940.006806469,0.0158877231092942,90445759729.99997,,,,-0.049154,,,,,,,3.400419501799748e-05,0.3722426470588247,0.0744950359465936,,0,0
688099,2024-01-02,61.86,2744622.0161381843,0.0065914067229022,25758130860.000042,,,,-0.012294,,,,,,,7.228786318352374e-05,0.3028169014084501,0.0229550598124798,,0,0
688110,2024-01-02,32.81,5548903.03025692,0.0200656995533207,14510214560.0,,,,-0.047052,,,,,,,0.0002565638875978,0.1142857142857159,0.0533373971350198,,0,0
688111,2024-01-02,303.43,3055272.0032755616,0.0066171055724787,140100709110.0001,,,,-0.040386,,,,,,,4.329785435502574e-05,0.2298666666666667,0.0617934943809115,,0,0
688123,2024-01-02,58.9,2844553.016825793,0.0179838046593634,9316391880.000015,,,,-0.038053,,,,,,,0.000225087051839,0.1094890510948893,0.0465195246179966,,0,0
688126,2024-01-02,17.26,5048210.057784749,0.0018557559720305,47416278230.00011,,,,-0.003464,,,,,,,3.965095892707802e-05,0.2307692307692381,0.0150637311703361,,0,0
688256,2024-01-02,134.9,6439820.007403351,0.015458247186275,56198591440.00008,,,,-0.000445,,,,,,,5.11581839212587e-07,0.5500000000000007,0.0593031875463306,,0,0
688396,2024-01-02,43.71,2404280.022644477,0.001821297495432,57701215240.00008,,,,-0.021929,,,,,,,0.0002065361626982,0.0,0.0272248913292152,,0,0
688508,2024-01-02,48.23,850215.0206157414,0.0075028221164995,6328950210.000001,,,,-0.019915,,,,,,,0.0004828925347699,0.0884955752212342,0.0234294007878912,,0,0
688521,2024-01-02,47.78,3037362.0206978833,0.0062281967449015,23885758659.99989,,,,-0.043635,,,,,,,0.0002973476082264,0.0137614678899087,0.0456257848472164,,0,0
688525,2024-01-02,50.13,20937254.01916306,0.0841723270786556,21572399590.00002,,,,-0.199968,,,,,,,0.0001830228072211,0.0,0.1410333133851984,,1,0
688608,2024-01-02,149.22,1457837.0066977148,0.012145128889035,17911579130.00004,,,,-0.032735,,,,,,,0.0001503936855069,0.3461538461538462,0.0592413885538131,,0,0
688766,2024-01-02,93.79,1326431.0106264118,0.0298641317214321,7082578579.999992,,,,-0.042764,,,,,,,0.0003425944387478,0.2496513249651333,0.0764473824501546,,0,0
688981,2024-01-02,52.96,13459147.01885585,0.0068195604230231,104522341749.99995,,,,-0.001132,,,,,,,1.5858944739876907e-06,0.4363636363636366,0.0103851963746224,,0,0
000021,2024-01-03,15.53,20487106.064423952,0.013132615865286,24235925240.000004,,,,-0.01771,,,,,,,5.569106508409122e-05,0.4999999999999975,0.0231809401159047,-0.0069576217583808,0,0
000063,2024-01-03,25.33,73969611.03933515,0.0183683211816914,102022882629.99985,,,,-0.010547,,,,,,,5.608629921205734e-06,0.380281690140844,0.0280300039478879,-0.00390625,0,0
000089,2024-01-03,6.45,8412800.155338071,0.0041023192319423,13227463329.999952,,,,0.00624,,,,,,,0.0001152184349495,0.7777777777777821,0.013953488372093,-0.0031201248049922,0,0
000157,2024-01-03,6.67,22462875.150467284,0.0031789669625136,47330504680.00021,,,,0.006033,,,,,,,4.0411954575044616e-05,0.8750000000000028,0.0119940029985007,-0.0015082956259426,0,0
000338,2024-01-03,14.01,59944491.071383044,0.0120656219934647,95037070660.00008,,,,0.009366,,,,,,,1.1153237955065232e-05,0.6249999999999994,0.0285510349750178,-0.0043227665706052,0,0
000425,2024-01-03,5.64,59256325.17879212,0.0072974964724769,66643176759.99997,,,,0.005348,,,,,,,1.6136334346467327e-05,0.9090909090909032,0.0195035460992908,-0.001782531194296,0,0
000528,2024-01-03,6.83,12992645.147661457,0.0091903481302306,13326777699.999998,,,,0.014859,,,,,,,0.0001688726590154,0.9333333333333346,0.0219619326500731,-0.0029717682020803,0,0
000625,2024-01-03,15.79,191319084.06295973,0.0234152231557535,130672896499.99979,,,,-0.027709,,,,,,,9.11854662490619e-06,0.2037037037037029,0.0341988600379986,-0.003694581280788,0,0
000680,2024-01-03,4.95,18528422.20278921,0.0174045991564475,7429234289.999992,,,,-0.008016,,,,,,,8.773324363432218e-05,0.6363636363636371,0.0222222222222222,0.0,0,0
000725,2024-01-03,3.85,264772115.2596278,0.0072025890958941,142294633510.0,,,,-0.005168,,,,,,,5.067585679738692e-06,0.4285714285714304,0.0181818181818182,-0.0025839793281654,0,0
000768,2024-01-03,22.1,11965720.045363346,0.0043218788703243,61476455570.00009,,,,-0.014273,,,,,,,5.41104779477939e-05,0.5000000000000031,0.0262443438914027,-0.0013380909901873,0,0
001309,2024-01-03,88.8,1038180.0113781617,0.015477769116281,10056404639.999992,,,,0.000338,,,,,,,3.704383790573973e-06,1.0,0.020045045045045,-0.0074349442379181,0,0
002049,2024-01-03,64.28,12010027.01551758,0.0141382715160358,54613529700.00001,,,,-0.026945,,,,,,,3.4814392140133234e-05,0.3080000000000004,0.03889234598631,-0.0009082652134423,0,0
002097,2024-01-03,6.17,9755956.162564617,0.0089897850334033,6708100910.000007,,,,-0.003231,,,,,,,5.38385214118809e-05,0.4615384615384589,0.0210696920583468,0.0064620355411954,0,0
002156,2024-01-03,21.7,31121512.045486894,0.0205509871852416,32865286920.00005,,,,-0.056522,,,,,,,8.261196512259503e-05,0.2532467532467531,0.070967741935484,-0.0104347826086955,0,0
002185,2024-01-03,8.35,14703600.119300054,0.0045895040247044,26757446810.000122,,,,-0.010664,,,,,,,8.65240955728968e-05,0.315789473684211,0.0227544910179642,-0.0011848341232227,0,0
002230,2024-01-03,43.28,57593644.0229117,0.0267300503504083,100223026539.9997,,,,-0.040355,,,,,,,1.605399389604442e-05,0.2563025210084036,0.0549907578558224,-0.0022172949002217,0,0
002236,2024-01-03,17.8,22704767.055902164,0.011589922234583,58641548019.999985,,,,-0.010561,,,,,,,2.6002556663848795e-05,0.2000000000000028,0.0280898876404494,-0.0011117287381878,0,0
002241,2024-01-03,20.05,162414776.04964533,0.0539003358812685,68579084160.00012,,,,-0.033735,,,,,,,1.0311701383017009e-05,0.2100000000000008,0.0498753117206982,0.0,0,0
002352,2024-01-03,38.79,19950044.025913287,0.0041040025701243,189884900050.00024,,,,-0.010459,,,,,,,1.3585278717340783e-05,0.6306306306306271,0.0286156225831399,0.0,0,0
002371,2024-01-03,240.48,4311800.004125893,0.0081618221717068,127426562760.00021,,,,0.000749,,,,,,,7.167057958138138e-07,0.2518337408312959,0.0340153027278776,-0.0032875572201415,0,0
002415,2024-01-03,33.06,30483582.03023209,0.0033467426434917,308469666779.9992,,,,-0.021025,,,,,,,2.085161227422236e-05,0.2727272727272742,0.0266182698124622,-0.0085875037015104,0,0
002460,2024-01-03,41.76,15489848.023958614,0.0128329970044633,67383672869.999954,,,,0.00216,,,,,,,3.340926620951442e-06,0.426666666666667,0.0179597701149425,-0.0035997120230381,0,0
002466,2024-01-03,55.32,17900835.01810657,0.0121379780596368,81713137870.00041,,,,-0.001804,,,,,,,1.8247338766137376e-06,0.4607843137254909,0.0184381778741864,-0.0070371706964994,0,0
002475,2024-01-03,32.67,77036854.0303989,0.0107768976735669,233939487410.00122,,,,-0.038552,,,,,,,1.521253148302529e-05,0.1710526315789503,0.0465258647076829,-0.0085344320188345,0,0
002594,2024-01-03,193.17,8448596.005202027,0.0072534793478114,350244805300.0006,,,,0.00296,,,,,,,1.822555665128632e-06,0.7791798107255478,0.0164104156960191,-0.0005192107995846,0,0
300014,2024-01-03,40.92,13904277.02454324,0.0074691281256968,83710923659.9996,,,,0.001714,,,,,,,3.025478556420565e-06,0.7575757575757615,0.0161290322580644,-0.0061199510403916,0,0
300017,2024-01-03,7.97,74733850.12653834,0.0328578069283615,19424381150.0,,,,0.010139,,,,,,,1.7167218095885444e-05,0.8947368421052609,0.0238393977415307,-0.0050697084917617,0,0
300059,2024-01-03,13.71,121363468.07299744,0.0090362516867925,217399402160.0,,,,-0.006522,,,,,,,3.92282794567885e-06,0.500000000000003,0.0218818380743981,0.0007246376811594,0,0
300196,2024-01-03,11.03,2120904.090690294,0.008608903820258,4508137970.000008,,,,0.009149,,,,,,,0.000391213118519,0.5769230769230719,0.0235720761559383,-0.0018298261665141,0,0
300223,2024-01-03,62.2,4170010.016029829,0.0100287420395886,29953648460.000076,,,,-0.017843,,,,,,,6.858985655653072e-05,0.2500000000000011,0.0250803858520899,-0.0039475761882204,0,0
300274,2024-01-03,85.17,13105909.011803422,0.0116368875517831,126490309310.00012,,,,-0.002693,,,,,,,2.425361730288417e-06,0.6485148514851509,0.0237172713396735,-0.0003512880562061,0,0
300474,2024-01-03,70.91,5350981.014039627,0.0162858417564569,32411438280.00006,,,,-0.02489,,,,,,,6.530511250138006e-05,0.1823529411764716,0.0239740516147229,-0.0156765676567656,0,0
300475,2024-01-03,32.32,8637288.030828182,0.0196194642729669,14788525590.00002,,,,-0.01313,,,,,,,4.686357758463158e-05,0.2894736842105269,0.0352722772277229,-0.008854961832061,0,0
300750,2024-01-03,155.8,19757581.006435584,0.0050727415159773,685370624569.9978,,,,-0.006568,,,,,,,2.139402061061979e-06,0.4861111111111138,0.0184852374839537,-0.0046547216731493,0,0
300782,2024-01-03,129.0,6701146.007678345,0.0150649648685524,68862161569.99988,,,,-0.030075,,,,,,,3.4460704383493575e-05,0.1551724137931041,0.0449612403100776,-0.0032330827067669,0,0
300812,2024-01-03,41.06,25621309.02411763,0.2851803593136461,5758953610.000003,,,,-0.055658,,,,,,,5.239148843304521e-05,0.2422680412371144,0.0944958597174866,0.0,0,0
301308,2024-01-03,83.02,4754523.012013821,0.042126030430488,34275990369.99998,,,,-0.026957,,,,,,,6.811550104306638e-05,0.2752293577981629,0.0393880992531919,-0.0119549929676511,0,0
600004,2024-01-03,9.63,14776412.103382718,0.0062434181977147,22791497070.000004,,,,-0.009259,,,,,,,6.478031075392829e-05,0.1578947368421116,0.0197300103842159,0.0,0,0
600009,2024-01-03,32.15,5984059.031151176,0.0031054426765247,80004675080.00005,,,,-0.000932,,,,,,,4.851704982312672e-06,0.5681818181818119,0.0136858475894247,0.0031075201988813,0,0
600018,2024-01-03,5.07,30802212.198301174,0.0013291898011013,118050613879.9999,,,,0.018072,,,,,,,0.0001163454892952,0.9166666666666684,0.0236686390532544,-0.0020080321285141,0,0
600026,2024-01-03,13.05,42517020.076430924,0.0122359010109638,45345831950.00005,,,,0.020328,,,,,,,3.654269997324282e-05,0.6122448979591849,0.0375478927203065,0.001563721657545,0,0
600029,2024-01-03,5.75,29366055.17364085,0.0023171523428797,77492229609.99973,,,,0.0,,,,,,,0.0,0.2499999999999972,0.0139130434782607,-0.0017391304347825,0,0
600031,2024-01-03,13.63,38845762.073381215,0.0045894106137538,115660639429.9998,,,,-0.009448,,,,,,,1.7847662534537978e-05,0.4166666666666722,0.0176082171680117,-0.0021802325581394,0,0
600104,2024-01-03,13.5,12174675.074268812,0.001042043502303,157726728430.0007,,,,0.005961,,,,,,,3.636371178516117e-05,0.8125000000000041,0.0118518518518518,-0.0014903129657227,0,0
600109,2024-01-03,9.0,12474353.111004485,0.0038844494351737,33519233789.999874,,,,0.0,,,,,,,0.0,0.3999999999999929,0.011111111111111,-0.0044444444444443,0,0
600115,2024-01-03,3.84,36060590.25998559,0.0026749917928042,65719752170.00005,,,,-0.002597,,,,,,,1.8723561125869863e-05,0.3333333333333333,0.015625,0.0,0,0
600150,2024-01-03,30.25,42374787.03329339,0.0094746700937485,135290969930.00015,,,,0.015101,,,,,,,1.1864764796437511e-05,0.926470588235293,0.0224793388429751,-0.0060402684563758,0,0
600278,2024-01-03,7.11,4101502.141153714,0.0047296343240614,6277647949.999996,,,,0.005658,,,,,,,0.0001947207883541,0.8000000000000036,0.0140646976090013,-0.0042432814710042,0,0
600428,2024-01-03,5.47,30351269.182927888,0.0141388945995454,11742179719.999989,,,,-0.001825,,,,,,,1.0999323562695487e-05,0.4999999999999968,0.0255941499085922,0.0036496350364962,0,0
600570,2024-01-03,27.24,36639075.03674917,0.0192836583024893,51756175480.00004,,,,-0.033357,,,,,,,3.345723503229177e-05,0.3630136986301351,0.0535976505139501,-0.0003548616039743,0,0
600584,2024-01-03,27.98,28169627.035319332,0.0157475326733958,50051406770.000015,,,,-0.052489,,,,,,,6.581125657854751e-05,0.1693121693121694,0.0675482487491065,-0.0040636640704368,0,0
600588,2024-01-03,17.28,24274622.057017032,0.0071040797207055,59072049080.00004,,,,-0.006897,,,,,,,1.6199912738912834e-05,0.1379310344827587,0.0671296296296296,0.0126436781609196,0,0
600660,2024-01-03,38.01,10243336.026359688,0.0051140319013961,76133510479.99998,,,,0.008758,,,,,,,2.25374005434267e-05,0.7671232876712295,0.0192054722441461,-0.0021231422505307,0,0
600685,2024-01-03,26.12,8020135.038324632,0.0097635640457767,21455886929.999985,,,,0.003072,,,,,,,1.467969872212076e-05,0.5333333333333357,0.0229709035222051,-0.009216589861751,0,0
