network,variant,horizon,n_days,n_days_excluded,mean_n_stocks,mean_pearson_ic,std_pearson_ic,icir_pearson,t_stat_pearson,spearman_n_days,mean_spearman_ic,std_spearman_ic,icir_spearman,t_stat_spearman,p_value_pearson,holm_adjusted_p
W-ind,alpha_0.75,5,68,1,96.5072463768116,0.008238066947878061,0.17387821930714714,0.04737837194735661,0.39069206381750404,68,0.004263109541378233,0.16612529118504285,0.025662013959269217,0.2116143882402837,0.6960248657196131,1.0
W-ind,alpha_0.75,20,65,4,91.76811594202898,0.025210304584932914,0.16913081713322767,0.14905801918448877,1.2017441701161784,65,0.004861297448578727,0.15345412415450668,0.03167915802434925,0.25540553724138393,0.22946266215078492,1.0
W-ind,b0_alpha_0.40,5,68,1,96.5072463768116,0.008237159372995002,0.1738378702165832,0.047384148015230464,0.3907396944933933,68,0.004274024478062723,0.1663067190740599,0.025699650031334027,0.21192474324119684,0.6959896548016724,1.0
W-ind,b0_alpha_0.40,20,65,4,91.76811594202898,0.025169466458144947,0.16909042887072342,0.14885210609636598,1.2000840457259843,65,0.004775128228593365,0.15340185502552586,0.03112823001911411,0.25096381366242226,0.2301067010734683,1.0
W-ind,gate_V1,5,68,1,96.5072463768116,0.008237159372995002,0.1738378702165832,0.047384148015230464,0.3907396944933933,68,0.004274024478062723,0.1663067190740599,0.025699650031334027,0.21192474324119684,0.6959896548016724,1.0
W-ind,gate_V1,20,65,4,91.76811594202898,0.025169466458144947,0.16909042887072342,0.14885210609636598,1.2000840457259843,65,0.004775128228593365,0.15340185502552586,0.03112823001911411,0.25096381366242226,0.2301067010734683,1.0
W-ind,gate_V2,5,68,1,96.5072463768116,0.008237159372995002,0.1738378702165832,0.047384148015230464,0.3907396944933933,68,0.004274024478062723,0.1663067190740599,0.025699650031334027,0.21192474324119684,0.6959896548016724,1.0
W-ind,gate_V2,20,65,4,91.76811594202898,0.025169466458144947,0.16909042887072342,0.14885210609636598,1.2000840457259843,65,0.004775128228593365,0.15340185502552586,0.03112823001911411,0.25096381366242226,0.2301067010734683,1.0
W-ind,gate_V3,5,68,1,96.5072463768116,0.008237159372995002,0.1738378702165832,0.047384148015230464,0.3907396944933933,68,0.004274024478062723,0.1663067190740599,0.025699650031334027,0.21192474324119684,0.6959896548016724,1.0
W-ind,gate_V3,20,65,4,91.76811594202898,0.025169466458144947,0.16909042887072342,0.14885210609636598,1.2000840457259843,65,0.004775128228593365,0.15340185502552586,0.03112823001911411,0.25096381366242226,0.2301067010734683,1.0
W-ind,placebo_node_permutation,5,68,1,96.5072463768116,0.008150675609699431,0.173278508688641,0.04703800645205885,0.38788533804064734,68,0.004108777034229707,0.16732750307781652,0.024555299987467683,0.20248819103411456,0.6981008888821381,1.0
W-ind,placebo_node_permutation,20,65,4,91.76811594202898,0.025326893906478857,0.16839517550809685,0.15040154107776726,1.2125759899102717,65,0.007119379802033783,0.15237587974158845,0.04672248530480948,0.3766887191684653,0.22529197322240124,1.0
