,count,mean,std,min,25%,50%,75%,max
MKT,250.0,0.000608047867375755,0.011847487802948661,-0.0493562231759657,-0.006295928413206175,0.0,0.00865812982529795,0.0337078651685391
SMB,250.0,-0.0002904336732508303,0.015010557778351835,-0.0413675504798151,-0.00965463863452255,-0.0017860823036306502,0.007079951274455375,0.08919414241419
HML,250.0,0.0003355008734523659,0.010368954935422444,-0.086306132312722,-0.00335963011487185,0.0003276818882638,0.004447722159762825,0.0496681007990166
MOM,250.0,0.001033254506011172,0.009010367423543247,-0.036563071297989,-0.0027089174167527,0.0010776387351062,0.004795020617325851,0.0502628811777076
rf,250.0,0.00015,0.0,0.00015,0.00015,0.00015,0.00015,0.00015
LARGE_ORDER_INFLOW,250.0,0.0030829342368326033,0.032835665372636054,-0.1,-0.011817724305177475,0.0,0.01791115499639635,0.1
NORTHBOUND_DELTA,250.0,0.004639437964480818,0.04466081286491527,-0.1,-0.0244325447570332,0.00525153318726885,0.032583203118941674,0.1
INST_SEAT_RATIO,250.0,0.3573810217258211,0.0424067545563068,0.1999999999999999,0.3345906001166468,0.35447832162951054,0.37844992793719157,0.5
