code,name,sector,cohort_key,feature_source,PC05,PC05_z,pca_version
301308,江波龙,tech,student_A,local_semantic,0.34629395011446312,0.064896198194275445,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600000,浦发银行,bluechip,student_C,local_semantic,4.5648034717087098,0.8554535553393503,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600004,白云机场,bluechip,student_A,local_semantic,-9.6850906586879439,-1.8150059009347042,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600009,上海机场,bluechip,student_A,local_semantic,-9.7448972845451056,-1.8262137855762763,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600011,华能国际,growth,student_B,local_semantic,-2.63564667409223,-0.49392560532875612,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600015,华夏银行,bluechip,student_C,local_semantic,3.5992909474849246,0.67451452331071948,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600016,民生银行,bluechip,student_C,local_semantic,4.5729649246758424,0.85698302840445362,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600018,上港集团,defensive,student_A,local_semantic,-10.208411574584966,-1.913077316464884,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600019,宝钢股份,bluechip,student_B,local_semantic,3.0475463685985376,0.57111645490036245,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600023,浙能电力,defensive,student_B,local_semantic,-0.56198940420371324,-0.10531796973707433,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600025,华能水电,defensive,student_B,local_semantic,-1.5093907859653766,-0.28286293643375782,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600026,中远海能,global,student_A,local_semantic,-10.274265358782348,-1.9254184510117154,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600027,华电国际,defensive,student_B,local_semantic,-1.969160786066827,-0.36902477969005326,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600029,南方航空,growth,student_A,local_semantic,-11.767526874489025,-2.2052587290389618,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600030,中信证券,bluechip,student_C,local_semantic,4.0412924004214927,0.75734650429810901,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600031,三一重工,bluechip,student_A,local_semantic,-10.802672624291599,-2.0244430589162108,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600036,招商银行,bluechip,student_C,local_semantic,5.1709462733715457,0.96904596253486341,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600048,保利发展,bluechip,student_C,local_semantic,5.2212939767640112,0.97848122566003226,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600085,同仁堂,defensive,student_C,local_semantic,6.5215349248920287,1.2221490524936731,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600096,云天化,growth,student_B,local_semantic,1.7530286587337507,0.32852117468360853,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600098,广州发展,defensive,student_B,local_semantic,-0.93623992393403488,-0.17545328655303846,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600104,上汽集团,bluechip,student_A,local_semantic,-9.6787940875926637,-1.813825910566381,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600109,国金证券,bluechip,student_A,local_semantic,-8.8860697511159614,-1.6652677401553382,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600111,北方稀土,global,student_B,local_semantic,2.0228626654873532,0.37908862229870299,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600115,中国东航,growth,student_A,local_semantic,-12.495181593555731,-2.3416227193712911,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600132,重庆啤酒,growth,student_C,local_semantic,5.0612763918238963,0.94849360126344506,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600141,兴发集团,growth,student_B,local_semantic,1.168156059481575,0.21891484714908371,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600150,中国船舶,growth,student_A,local_semantic,-11.462305489978204,-2.1480596140795516,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
