code,name,sector,cohort_key,feature_source,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10
000425,徐工机械,bluechip,student_A,local_semantic,3.1419969377760517,-4.5144959220827285,-0.83883996947913186,-6.0616031035035336,-11.600680995984675,-0.6496046477248929,-6.6637115650868859,-6.1174362078975264,-2.3851685099649043,0.063609040920276888
000528,柳工,bluechip,student_A,local_semantic,3.4049569820560239,-4.7805926593216403,-2.2511094670455232,-5.6632688220769607,-9.3346530596222923,-0.99643813097611988,-4.8734474774433645,-2.6158479664576109,1.3905785558180117,-1.7176163895883032
000538,云南白药,defensive,student_C,local_semantic,-10.141880652061243,-4.6530717017853673,-3.8839383487846355,-3.0819215945216523,6.1814636123228635,-9.6401946631486748,-0.36970211039963602,-2.9376011968205313,-3.0369558856995402,0.79074130845530921
000539,粤电力A,defensive,student_B,local_semantic,-6.9766776568291835,-4.0889646263006902,-6.8732293422931967,11.04075789758873,-0.52619950578860308,-1.9802253871667501,-2.7485814728554345,-4.7560119408392048,-1.1148250471588228,0.29332688813130303
000553,安道麦A,bluechip,student_B,local_semantic,5.4453151507530864,-4.0310001073481763,5.7390564820885759,1.2043273907893068,3.3278462178119081,-1.706858592057845,-10.818455408308367,-0.31670209813605249,-1.4392365041287236,-3.3321037318275835
000568,泸州老窖,growth,student_C,local_semantic,-10.095630239704745,-1.7448855369105192,2.5712548355223466,-7.6634953716177119,5.0064210872422938,1.2931828488232324,0.95548669532079566,-1.8505712027830845,0.9088923972893721,0.67739829151563646
000591,太阳能,growth,student_B,local_semantic,-7.5555759889968881,0.13146270351659362,-1.0097933424602326,6.7006770396222253,-2.4487953064206773,9.6218677536769484,-2.1298787434131232,-4.2470057483441401,-1.7139667396826128,-2.6058822120691718
000596,古井贡酒,growth,student_C,local_semantic,-10.008901388574287,-0.61175204937747596,1.5367853518107051,-8.1400437146041043,5.4428226661348313,1.9127041092395101,0.45362244959701903,-1.067883401972388,-1.133676415756639,-3.1191670775819507
000625,长安汽车,growth,student_A,local_semantic,-1.9297419931566153,-1.4457172257514297,2.7026763681108807,-6.1640596988332064,-11.557447620396193,2.5726842553170672,1.8574247038411489,-1.1364417700569769,-1.5268725467419668,-2.2208676158193503
000630,铜陵有色,global,student_B,local_semantic,2.6127934333333531,-4.4834836442993433,12.530364778845952,3.3745454297735162,2.8053581191724968,-1.3576037770008682,0.532552514485651,-2.553709475664264,-0.60795695767193192,1.5043604033609561
000661,长春高新,growth,student_C,local_semantic,-9.3406930113169651,-0.83753128417021494,1.0218334494276915,-8.1398876314108293,4.5081756102621657,2.6251254036800797,0.41123399520915438,-2.6335069884401494,-3.2062484326589802,-3.1454953282274487
000680,山推股份,bluechip,student_A,local_semantic,3.8189468982401706,-2.9859510016146187,-0.72767589788067311,-5.9970534426185456,-9.7325222070062338,-0.91851301945988362,-6.5754734131056241,-1.2028071329141707,-6.1555482143640399,1.4172375618701472
000688,国城矿业,global,student_B,local_semantic,2.3887760328118084,-4.2430255234568826,13.100234194367506,3.6376984322404677,2.6549498423099385,-2.1505252103273031,3.4452276066572143,-0.92030535981709061,-0.93861706752107155,1.0872105412757831
000690,宝新能源,defensive,student_B,local_semantic,-7.0307018265133729,-2.3179307647562393,-6.3779728546306211,12.151932152663187,-0.99855011629406565,-3.0535018019845812,-4.0732941175124324,-2.7035522691889446,-3.3970869351453188,0.16721567665816511
000725,京东方A,tech,student_A,local_semantic,1.9779775724339252,11.928079342231676,0.119574989621545,-0.33194322822388733,-0.22763505284340152,-3.302446416156803,-1.1334944188618084,-4.6507872044378082,-1.0936361310983249,-1.0256103968850654
000768,中航西飞,growth,student_A,local_semantic,-2.7393751634441665,-1.6699309634977872,-0.08498092937946651,-6.9855257130377826,-10.578950077949456,2.5474434124443266,2.7548519289173004,-0.062385352543309708,-4.8237932108161603,-1.2793491393769594
000776,广发证券,bluechip,student_C,local_semantic,9.6680822875600967,-1.9999505595719436,-5.8094345883534402,-1.9568825905327532,4.9575437075477797,5.6430537490036619,-0.57230346106387386,-1.1528476581983929,-3.5697415296951984,7.5674414708792277
000783,长江证券,bluechip,student_C,local_semantic,10.091842608616082,-1.5700704170021971,-6.0752959966907962,-2.0521591024209958,4.8077190119577953,5.3863222781982847,-1.5801484756941733,-2.2494835906510602,-7.1481152686634326,4.2152303945686711
000792,盐湖股份,growth,student_B,local_semantic,-0.50189716257002703,-1.9179071855455003,9.8915776406381148,1.2417364485295241,1.666486047111597,2.2454130653440076,-1.5928155073379082,3.9090281628681418,-7.7712162101044342,-4.0952628183630342
000799,酒鬼酒,growth,student_C,local_semantic,-9.2317005913559562,-0.76042855729527004,1.2649705976992835,-8.4372114782231638,5.9030311233712442,2.0758678366102239,0.55154411539365145,-0.53999408140303751,-1.1012131195526635,0.99971489270661429
000831,中国稀土,global,student_B,local_semantic,2.3964744175645563,-3.7026444852245781,12.651511098734929,2.7157274456696241,1.6749524287367346,-0.72092669652593622,2.4301936568986191,0.5211683837316311,-1.5428625273161043,2.9085846352220344
000858,五粮液,bluechip,student_C,local_semantic,-3.9937047520419631,-2.2004503243935658,-2.5994495121806613,-7.9749969804139305,7.1289994552986835,-0.87325889395381795,-7.7681529020333668,-3.4659101897122904,5.1535516121526097,1.6138499953508172
000862,银星能源,growth,student_B,local_semantic,-6.7099496784896528,-0.32528872332722036,0.71263936557221608,6.2549588368938798,-2.12706670877827,8.7111814190301491,-1.5870828799629562,-3.1286386882770261,-0.8912990455090517,-1.9937568968772732
000878,云南铜业,global,student_B,local_semantic,2.6141859386412967,-5.3539708920542921,12.248902448103451,3.1697126935108564,2.3726607032701681,-2.1837172857496396,2.1764415206253025,-4.7888605971830405,-1.1407000400975202,0.26641397044630788
000895,双汇发展,defensive,student_C,local_semantic,-10.495492741953136,-2.5636596592292769,-5.4128767945038057,-1.6714511527822795,5.8379692633175182,-10.072435523767831,-0.49433537007164408,-2.1396465531223501,-1.1175941011302284,0.79959230484757682
000932,华菱钢铁,bluechip,student_B,local_semantic,4.685733745769177,-4.3769810395269166,7.2251301794963307,0.67859053934649838,3.1131179090029946,-1.3100514485474066,-10.361645246312506,2.3278843462140184,0.2188165928445352,-6.0671908144725828
000960,锡业股份,global,student_B,local_semantic,2.7988291196771531,-5.2854731298430329,13.18181033558113,2.3940351397132851,2.2758906994965424,-0.85691252447391197,1.4484237773715196,-2.0700398065274888,-3.5923908749469784,0.46225143682167208
000963,华东医药,growth,student_C,local_semantic,-10.224083160719992,-2.2273193739204955,0.36050314063203243,-8.7455445020877463,6.089763174305066,1.1725242321171574,-1.2056987295553985,-1.1709397623397226,2.0081814850784956,-4.4155510131192361
000966,杉杉股份,growth,student_B,local_semantic,-5.711735472914218,1.094372829057475,-0.45177171444141873,6.7165879551004393,-1.340121714775923,9.621327057915126,-1.3716302560859226,-0.07547779945155586,-4.3084934276330884,-1.2497875743595104
000975,银泰黄金,global,student_B,local_semantic,2.0676788998719502,-6.2931104085913132,13.114744461752059,3.9931861667853354,2.7344827224505006,-3.1576932820322883,-0.75867485632328169,-3.6760687519134541,3.8204069760518706,-0.084830606814725582
001258,立新能源,growth,student_B,local_semantic,-6.0004574928012371,1.0619659070714205,-0.55955586465951701,6.2588894758747688,-1.5831860765372407,9.3879369353936681,-0.51892610067344291,-0.21671658798487542,-1.5095442805067547,-1.9742713357328825
001289,龙源电力,growth,student_B,local_semantic,-6.2768944677332001,-0.79299107517507195,-1.9702229520715742,7.5448425345642356,-0.48001266245246194,6.723349659400693,-2.219854081694665,-1.3914993088027348,3.2022555647459026,-2.3776248696930891
001309,德明利,tech,student_A,local_semantic,3.0870192582034939,12.854941118339859,1.0176778638744928,-0.3593525978755614,0.46794548423874172,-2.1252276536447692,0.16692214283515472,-1.3659991523563799,-0.10373015509648983,-1.5326784949354735
001979,招商蛇口,bluechip,student_C,local_semantic,10.226177403864078,-2.9973139861302975,-5.3992085059584536,-1.9742530751123528,4.0817346405529591,3.3274738279625167,0.1002791083833269,-5.3360575190002706,-3.3222956880467822,2.3015312344800543
002007,华兰生物,growth,student_C,local_semantic,-10.797973158733676,-0.64891012837756334,1.3752311924071987,-8.5410029980382198,4.4150234558804158,2.7044730231895184,-0.82808390252234987,-4.7381613489389176,-3.8658568858591891,0.12197827985009371
002030,达安基因,growth,student_C,local_semantic,-10.513525851347218,0.44071413768816531,1.7347703063786333,-7.7529338770629721,4.6305093083182243,2.6049874514505005,0.38718946921655661,-1.6503305275289533,-2.4525635801232966,-1.5214226643375852
002049,紫光国微,tech,student_A,local_semantic,1.9804890806949678,14.079913579692164,1.5584090754966591,-0.43625988926195214,0.20832544985283624,-1.5245230707691493,-0.0436174101431758,-2.0461192712690344,0.24091264587618,0.60122796277818669
002064,华峰化学,growth,student_B,local_semantic,0.52719664754929418,-1.8041337151312995,11.132585395187929,1.3473304123147931,1.6342960119751802,2.1771191789754298,-0.9713885578103123,2.3943676085815291,-6.8107582466540331,-6.175968766222705
002074,国轩高科,growth,student_B,local_semantic,-5.8968701719389909,2.2859060160360536,-0.95253962504581013,6.7944827014576212,-1.6046992309840191,9.476140614883052,0.50209400710435703,-0.1755518933082878,-2.0277960699536814,1.716568808077231
002080,中材科技,growth,student_B,local_semantic,-5.5455427965607864,1.743662030490718,-0.33888992168910514,6.956805393861778,-2.6123217447126819,9.55483450451786,-0.66511718569486633,-1.9359079067709117,-1.0318180362497891,-0.096075690008733061
002097,山河智能,growth,student_A,local_semantic,-2.270835213833458,-1.435570217357754,1.580623559715628,-5.1871167961228135,-11.545131557962902,3.0337924876541162,4.037476642727821,-1.2088993853183596,-6.1068122694976896,-0.93888399857438787
002114,罗平锌电,global,student_B,local_semantic,3.4652063946991278,-3.9698069914872516,12.12729432628837,3.1596728705624564,2.3465851302467629,-0.014849071477112841,1.5282001456022938,-4.0549287857077037,-0.28739762392261897,0.93238928289438605
002142,宁波银行,bluechip,student_C,local_semantic,10.361507610264276,-2.5128114801547827,-5.1900335919671239,-1.1481442890788272,4.5509223049465657,2.7093005519323019,-0.14396506952316679,-5.8234342008052771,3.2052484453093064,-4.9214710900214218
002155,湖南黄金,global,student_B,local_semantic,2.5269279259375685,-5.6006040545196125,13.368380373471357,3.6206941568319637,2.9662164246136946,-2.63462273184635,0.61876537550922439,-3.5919533702249113,4.0612135646569119,-1.4831097918452265
002156,通富微电,tech,student_A,local_semantic,2.6984449365686789,14.395807885491713,1.0488078506114513,0.7078018820856028,-0.61895350636011148,-2.3047968491972362,-0.7326610588671153,-1.5496048767541943,-0.73937270689036549,-0.88950763817554268
002185,华天科技,tech,student_A,local_semantic,2.3393841254842833,13.388885691517629,0.80539555314192901,-0.67709385350185647,-1.1113045077606092,-1.6961776304875791,-1.6977622749858174,-3.0709655910451201,0.47672939176147833,-1.1492726250344873
002230,科大讯飞,tech,student_A,local_semantic,2.1632620153513207,12.969840514119298,0.75620454267679538,-0.065689010791297964,-0.23610535578844577,-2.7599175168088808,-0.0039740730185853779,-2.8370768983299044,-1.2615428921740905,-1.1524607837674008
002236,大华股份,tech,student_A,local_semantic,1.1827689345131085,0.84447485780709897,0.11450122993130926,-5.277905885800612,-10.178801854708862,-1.0902717781959763,-0.030812530174771147,-1.2531390185614963,-4.1850977529750111,-0.021133904462047964
002240,盛新锂能,global,student_B,local_semantic,1.0937666466771039,-3.2802243419555475,13.587211495722432,3.8860275292503248,0.88462659223385121,-0.82513561996332307,0.5493504696179895,-2.2855956844651262,-0.32854490431966904,1.6088558671576985
002241,歌尔股份,tech,student_A,local_semantic,2.0970114259415356,13.279063341281136,2.2068863185574594,-0.27299248275804144,-0.82609052646053227,-1.7083749587449728,-0.24054482304484864,1.023126194982326,-2.7290004065329367,-1.5075021786109333
002294,信立泰,growth,student_C,local_semantic,-9.4161447646709977,0.32196072718140589,1.3063147827853374,-8.511271209128342,5.0826452634810391,2.8442355818750045,1.2343242505587335,-0.63827336347906172,-0.76001806549676321,-1.2059510876568194
002304,洋河股份,bluechip,student_C,local_semantic,-3.5108263062528606,-1.4779005116693722,-2.6839107159337727,-7.7136807212843443,6.3804116951507384,-1.8240282495055355,-7.870317607622983,-1.3224515825384118,-1.0184184003759222,2.6476748772422889
002352,顺丰控股,growth,student_A,local_semantic,-2.3601181971572918,-1.3294835951766297,1.5769632369657411,-5.0943371297000644,-10.871307220501695,2.3698414014488951,0.55904710976214722,-2.4995777868318911,-2.8467970001131717,-2.4790389062211298
002371,北方华创,tech,student_A,local_semantic,2.2382107712583057,12.505594649502502,0.90812946130542382,1.2074627110279326,-0.26299177127587559,-3.0935243766450387,0.0096738491463163601,-2.9596107464538535,-1.1639651127367816,-1.7373168319933472
002407,多氟多,growth,student_B,local_semantic,-6.3328680064955982,0.85404145254450836,-0.13846542513224747,6.1595479484503404,-2.0185744870685913,9.4787187396771166,-1.6018586926236411,-0.77860359875928231,0.70236803016042204,2.0431739943477361
002415,海康威视,tech,student_A,local_semantic,2.5656216764340876,12.368772142724406,0.83348894520037409,-1.5396998816827185,-1.1417461455280806,-1.4324496733333487,-1.0861359217208368,-1.7762955487598879,-0.93936089466512962,-0.27591746267661521
002422,科伦药业,growth,student_C,local_semantic,-9.8922570381385242,-0.24698923316964233,1.6520085944672966,-7.6349056785615357,4.153060031340706,2.164393173525812,0.35952495920654298,-2.0988186286990982,-3.0515118993553774,-1.2793451986711459
002460,赣锋锂业,tech,student_A,local_semantic,2.5247113349241532,13.43002905113333,2.1706261890252954,-0.50129871450055985,-0.42832783281058984,-2.1113473833687095,0.46985019833256386,-4.212413798340461,-1.3964294696946737,-1.1810062493614086
002466,天齐锂业,tech,student_A,local_semantic,2.9596198675134975,12.765630613098571,2.1976441178876431,-0.14454988374911956,-0.85320558849203088,-1.5668548510429465,0.37234780695501424,-2.5850798376182609,-0.10438407071336445,-1.0493641256778117
002475,立讯精密,tech,student_A,local_semantic,3.0720538778381337,12.555809246334082,0.82024786245678372,-1.0804346021894449,-0.61454951984301986,-2.1327121388252275,-0.706137432868993,-2.3723046830653702,-1.1008479004384946,-0.39799690974608887
002493,荣盛石化,bluechip,student_B,local_semantic,6.0696302241805196,-3.4675921595044028,9.1869249990116941,1.6604802161067194,2.0892866779068422,0.58646325980007064,-8.0635951750096648,1.7969682295593259,-6.1350797561311721,-3.7498264780451338
002497,雅化集团,global,student_B,local_semantic,2.6082565866666316,-4.4497707039382242,14.039736158465551,4.2062081571211669,2.5372728866780996,-1.6454199313297824,4.7182056319145493,-3.0453491861959137,-0.00038746938650313645,4.3944429324272578
002532,天山铝业,global,student_B,local_semantic,1.7246017666471369,-3.8887985102245395,14.325933274790735,3.4398966597095626,2.2776488674755244,-1.7987022543822291,1.4534336163300234,-3.7568108491732572,0.98870039993814496,0.60655252989363584
002557,洽洽食品,defensive,student_C,local_semantic,-9.4646027737371838,-3.9222190503859671,-5.4869010860627601,-2.9252646100619888,6.820819062931271,-8.5313523698641429,-0.77532253565247733,-3.1422343011929108,-2.0000918546523732,1.79907973575902
002594,比亚迪,tech,student_A,local_semantic,2.3869083021073028,14.292497329513525,2.020024882806557,0.98702704364485083,-0.76320887025109485,-2.6768470716844539,-0.97008660176170813,-1.3633197723188606,-0.069379842190736229,-0.18082945106446102
002648,卫星化学,growth,student_B,local_semantic,0.57829159049873335,-1.8589830859506749,11.290161621305982,0.86425186519654729,1.7976346997048558,1.0289655376100089,1.4980253954274565,3.0143623985942907,-5.4371232792944868,-3.1683863055206798
002709,天赐材料,growth,student_B,local_semantic,-6.2058963953972253,1.9583919094034772,0.12417895439200394,6.9904938556075527,-1.5118260601975584,8.8416974338465923,0.95151937318287882,-1.1722638179023868,0.69076994441023531,-0.490305296143976
002736,国信证券,bluechip,student_C,local_semantic,10.047527546967705,-1.2408278330308931,-5.1619461169308885,-2.154654434460805,4.8885783477994122,6.0219729594911993,0.9754625285352283,-1.3182886985317765,-4.1548886146814503,4.9604395613885872
002738,中矿资源,global,student_B,local_semantic,3.3367010631827227,-5.1083133066241135,14.046096386759626,3.4600383976641176,2.3972961364136447,-1.8706265893984795,2.3872872782707448,-0.41011879610721647,-0.74727153911093147,4.9467358161664077
002756,永兴材料,global,student_B,local_semantic,2.5635346836010928,-3.6956716408587305,15.007534457170735,3.8560604001427974,2.3792711742261132,-0.89737950331715666,2.299474547922074,-2.358494648124529,-0.49480942910238168,2.5165410268067996
002812,恩捷股份,growth,student_B,local_semantic,-7.3044653049761621,2.1276453430259634,-0.6224873120443124,6.5816891600241894,-1.9918189710896745,8.662875535251251,-1.4607754313112555,-0.59396895320973653,-2.5477998033351659,0.67932587457232441
002821,凯莱英,growth,student_C,local_semantic,-9.8008037617382175,-0.37778583214106831,1.1396723074072885,-8.7338894524595094,5.4492647945283874,3.4905659218892224,1.8394032820044361,-0.93788301651487238,-1.200786170778583,0.29531463643258132
002926,华西证券,bluechip,student_C,local_semantic,9.9839688240654034,-1.0902007101417073,-4.5878889906419031,-1.9624557637698041,4.7701076879778297,5.7364664979830087,0.045773768278425053,-2.5494112027681544,-6.579113720427455,3.3217582795994813
300014,亿纬锂能,tech,student_A,local_semantic,2.2469852165417059,13.007387053305425,1.7355127209903647,-1.0883312605878923,-1.3405036360064242,-1.7539806675544549,0.2771305330338637,-1.6769708413783886,0.031520121769867057,-0.66788588957535788
300015,爱尔眼科,growth,student_C,local_semantic,-9.5650785563129563,0.053429355602589212,-0.78542277646633885,-7.4853112041902587,3.4615416743584655,1.8271168909845859,1.3672044565741774,-2.0184280258863421,-1.5812093549806991,-2.2023873448904814
300017,网宿科技,tech,student_A,local_semantic,-0.16498955560471218,0.85385362802991149,-0.68961511217747529,-5.1422967224416816,-11.127892574326291,0.037983580376181825,0.31004542262397627,-1.9264139023508469,-1.4842757439386047,-2.1130089246394927
300037,新宙邦,growth,student_B,local_semantic,-6.9917203924797304,1.0887291151108207,-0.2373717017427282,6.0856075924053643,-2.2522665509754352,10.68144430480848,-0.25747983874948516,-1.5450310981476358,-1.0905949589488284,1.3801047114575056
300059,东方财富,tech,student_A,local_semantic,1.7955103838016415,13.56745156956697,1.0879444890663716,-0.66441295225070318,0.47209944031143003,-2.2731909937541359,-1.4660661353239401,-3.4514530460970327,1.7534446350860409,-1.4776370905922542
300073,当升科技,growth,student_B,local_semantic,-7.5527483271069089,3.1500365221908528,-1.0547755812661266,5.9277619932802494,-2.1294717093796924,7.9546559038018341,-1.6576258506541452,-2.5755304461607662,2.6217697047378659,-3.0140633612539682
300122,智飞生物,growth,student_C,local_semantic,-11.176592724195244,-0.38079105611889985,0.57165483285067398,-8.652356451699255,5.0355127561972655,2.4682820630838731,1.5598830003486235,0.0016664244997977029,-3.5899710555355515,0.67672527651054681
300142,沃森生物,growth,student_C,local_semantic,-11.026513113488239,0.084040810894282836,0.2174534216315448,-9.3130382104157707,5.0743527850501433,2.9919860809932866,1.1687581665430398,-1.2101892008359045,-0.57081065527583696,-0.19661578462279944
300196,长海股份,tech,student_A,local_semantic,2.4251374823093235,12.561726171436611,0.40100525656887265,-0.035592856293699418,0.24284894850088748,-3.1876860153227584,-1.1436979723651461,-0.89010061664746143,-3.5728214486808207,-1.8117549315735866
300223,北京君正,tech,student_A,local_semantic,2.3272074653197028,13.136327405420701,0.68277617515108857,0.72884563690735238,-1.3979939766978158,-1.7916274353836439,0.031742176101763442,-1.3162844024832954,-1.3070472254835395,-1.8425057814467452
300244,迪安诊断,growth,student_C,local_semantic,-9.3645869250019356,-1.7175940309504072,0.7286791664772414,-8.0722731744032838,4.521112276483982,2.4828889396824469,0.71028992451321393,-1.5136449958456897,-2.0593103032560411,0.83917840423630774
300274,阳光电源,tech,student_A,local_semantic,2.641542931519484,14.182461259085972,1.5088280950539059,1.0153527962471067,-0.15249968901943506,-1.6904112236175954,-1.0343392896509971,0.20113777536356273,-0.40288199122122731,0.02531786596421115
300347,泰格医药,growth,student_C,local_semantic,-11.113239335009604,-0.22838982182692791,0.7289426835690741,-9.5743723317140521,5.4708007059166128,2.3000804038017506,0.80181791785030376,1.4631361659584567,-0.9813825611889827,0.82733314646279799
300363,博腾股份,growth,student_C,local_semantic,-10.724964775265075,1.3396419942868574,1.2308420223604457,-7.2911955281332004,4.967982543356908,3.3007695739508001,0.59314679201861253,0.74879095884675118,-2.3081790147178602,-0.77486246279751869
300450,先导智能,growth,student_B,local_semantic,-6.9604081427533906,2.2367100112639156,-0.2836208079576461,6.9497221481703981,-2.0298059048311647,9.5191897411033466,-0.32390165738070426,-0.5022740943378976,-1.0230719568734052,-0.35259010426182036
300474,景嘉微,tech,student_A,local_semantic,2.2106286787394378,14.855734585015121,0.84598039111212475,0.66271378205616949,0.22363027353717335,-2.447351080734149,-1.2312850688758292,-1.6084763503454127,0.19218392518838517,2.7943304102264195
300475,香农芯创,tech,student_A,local_semantic,1.9797459639522603,13.604249364863685,1.1222057655231339,-0.12543458355889348,-0.22614391276378021,-2.7579690972596969,-1.102379660117335,-1.8530538481697769,2.7046415800679111,-3.9278926268605598
300568,星源材质,growth,student_B,local_semantic,-6.9498320081247886,1.3398106466410937,-1.2814652053702589,6.4288154531470934,-2.4557759675785964,9.1033052066904183,1.5451216366280964,-0.52853013449753872,1.7491700729434978,1.545499445884793
300676,华大基因,growth,student_C,local_semantic,-9.7033943934532907,0.32125813960700855,-0.27866704223888861,-7.8892742408296765,5.5566721322556107,2.8255453752602984,0.89809028157322357,0.80310764102595744,-1.0909375549529141,-0.0500486549015694
300750,宁德时代,tech,student_A,local_semantic,1.376884339164675,14.389114619982337,1.621973794363633,-0.041278359380108737,-0.79296968165943671,-2.4980130306123609,0.4099133525374733,-1.5460825287533682,1.7372868088295266,3.7203056416562408
300759,康龙化成,growth,student_C,local_semantic,-10.110320689438602,0.50297735497147711,1.1288456358736469,-9.0024953818670337,6.1123156273359553,3.0746049382822243,1.9360649410551778,0.095092545951720425,-0.11687665220299906,1.8713713372809206
300760,迈瑞医疗,bluechip,student_C,local_semantic,-4.420154523458149,-1.6521463851010432,-2.7700695521968099,-9.3758155282283919,6.285210170109389,-2.0581001458834338,-7.6720370694352376,1.3001993628309867,3.3355352549675006,1.450236503993755
300769,德方纳米,growth,student_B,local_semantic,-7.2760787746944526,1.7625960790021009,-0.28639466102042921,6.54187186234281,-1.5586671932884619,10.060638574866738,0.08315784762140413,-1.4880523799978351,1.5351723078424369,0.51774003512702449
300782,卓胜微,tech,student_A,local_semantic,2.2338886074223883,14.816814692042948,0.66945576860984635,-0.63879447839698922,0.0095647826469422055,-2.9594128693559987,-0.61147060282482868,-1.314447659873949,1.1827669612436627,1.4556774276179083
300812,易天股份,tech,student_A,local_semantic,1.7953339843958798,13.00648963300765,0.97640118615175986,0.16663391213619416,-0.37214704969395029,-2.0797338612511749,-1.0884258545161278,0.17747883977784579,-2.4739193681841654,-1.5278750347965446
300957,贝泰妮,growth,student_C,local_semantic,-10.779429268905485,-0.24066756221594704,-0.070709421909050191,-8.1580829621788222,5.7469360796543487,1.9872226149113099,0.35410859428199115,1.4555266372145765,-0.97837509001248824,0.78246014870817482
301308,江波龙,tech,student_A,local_semantic,1.6809935177718285,12.105946774080508,0.43574173802630067,-0.078315589858359624,0.34629395011446312,-2.7144761414417391,0.62423189019487135,-0.049518989018409287,1.2647401371710325,-2.1664881933436333
600000,浦发银行,bluechip,student_C,local_semantic,10.038963753786048,-4.174674361267984,-6.2577782261812711,-1.5338293194880772,4.5648034717087098,2.0759313345355541,-2.0273451596245402,-5.5822265535490798,1.9687966649930748,-4.868274591209925
600004,白云机场,bluechip,student_A,local_semantic,3.963892285205556,-5.3779036693335307,-2.7226139435445371,-5.566272868527772,-9.6850906586879439,-1.4965709411453096,-7.5862754329229389,-1.5967952440774815,0.74280335280203813,1.1119180356716205
600009,上海机场,bluechip,student_A,local_semantic,3.5057600784981,-5.4039308808876108,-2.7105058138854048,-4.8529008350349958,-9.7448972845451056,-2.5127024525029169,-5.6000971845030767,-3.0254598503874663,1.3471308272055951,0.03361820713002367
600011,华能国际,growth,student_B,local_semantic,-6.3241642773792464,0.034506852742847594,-0.15024733290704168,5.157033209927822,-2.63564667409223,8.6387573316104156,-0.37985997223260198,0.03402338414184905,-0.8757678743360866,-0.98357063529978772
600015,华夏银行,bluechip,student_C,local_semantic,10.305445530806985,-4.0825110387945012,-7.1176265423708571,-1.8817534472895894,3.5992909474849246,3.2378531594660309,0.18862206160026967,-1.4046866640856446,1.1912490239172064,-6.1500199230056802
600016,民生银行,bluechip,student_C,local_semantic,9.3379953297255334,-3.922977626378227,-7.3645968896748517,-0.72756507641288026,4.5729649246758424,1.5108257189175167,-0.12681365043651099,-0.79281027633945578,1.5017290629641618,-3.4277178230761036
