code,name,sector,cohort_key,feature_source,PC5_raw
601699,潞安环能,bluechip,student_B,local_semantic,4.3229895082242962
601766,中国中车,bluechip,student_A,local_semantic,-9.6145554950949528
601788,光大证券,bluechip,student_C,local_semantic,5.2923748377376771
601800,中国交建,bluechip,student_A,local_semantic,-9.61303211607677
601816,京沪高铁,defensive,student_A,local_semantic,-10.322322382401291
601818,光大银行,bluechip,student_C,local_semantic,5.2601787993331257
601838,成都银行,bluechip,student_C,local_semantic,4.8954790883989592
601865,福莱特,growth,student_B,local_semantic,-1.9354789096656777
601868,中国能建,bluechip,student_A,local_semantic,-9.2074244611764158
601872,招商轮船,global,student_A,local_semantic,-9.6433804293252727
601881,中国银河,bluechip,student_C,local_semantic,3.6281022108654044
601899,紫金矿业,global,student_B,local_semantic,2.5045701352102014
601916,浙商银行,bluechip,student_C,local_semantic,6.0736696491276891
601919,中远海控,global,student_A,local_semantic,-9.3533549805279144
601939,建设银行,defensive,student_C,local_semantic,4.9647188634268513
601985,中国核电,defensive,student_B,local_semantic,-1.8747152802093869
601988,中国银行,defensive,student_C,local_semantic,4.2413778277228547
601989,中国重工,growth,student_A,local_semantic,-11.86514836478371
601991,大唐发电,defensive,student_B,local_semantic,-0.37423325709483857
601995,中金公司,bluechip,student_C,local_semantic,4.0159722208878268
601998,中信银行,defensive,student_C,local_semantic,4.4168245555969792
603127,昭衍新药,growth,student_C,local_semantic,4.6658149285718817
603198,迎驾贡酒,growth,student_C,local_semantic,6.1363194333238535
603259,药明康德,growth,student_C,local_semantic,5.0638854408773399
603288,海天味业,defensive,student_C,local_semantic,6.5518919379253422
603369,今世缘,growth,student_C,local_semantic,5.1330194697064915
603501,韦尔股份,tech,student_A,local_semantic,0.83297357886418644
603517,绝味食品,growth,student_C,local_semantic,6.0649503786260404
603605,珀莱雅,growth,student_C,local_semantic,5.283421423724981
603659,璞泰来,growth,student_B,local_semantic,-1.8189421551500804
603799,华友钴业,tech,student_A,local_semantic,0.51310353979173384
603882,金域医学,growth,student_C,local_semantic,5.4229675648141171
603899,晨光股份,defensive,student_C,local_semantic,7.2983459917222575
603986,兆易创新,tech,student_A,local_semantic,0.12868045138605333
603993,洛阳钼业,global,student_B,local_semantic,2.5202592434051883
605117,德业股份,growth,student_B,local_semantic,-2.198461342474415
605499,东鹏饮料,growth,student_C,local_semantic,5.9557771787135358
688002,睿创微纳,tech,student_A,local_semantic,-1.0701195838832755
688005,容百科技,growth,student_B,local_semantic,-2.4677099888902494
688008,澜起科技,tech,student_A,local_semantic,-0.73207014558487316
688012,中微公司,tech,student_A,local_semantic,-1.4018586108092976
688032,禾迈股份,growth,student_B,local_semantic,-1.6280586441438727
688063,派能科技,growth,student_B,local_semantic,-2.0678045293836402
688099,晶晨股份,tech,student_A,local_semantic,0.28185333003702051
688110,东芯股份,tech,student_A,local_semantic,0.63150332512758078
688111,金山办公,tech,student_A,local_semantic,-0.63847705482745132
688123,聚辰股份,tech,student_A,local_semantic,-0.60070724774529938
688126,沪硅产业,tech,student_A,local_semantic,-0.65157608367271025
688223,晶科能源,growth,student_B,local_semantic,-1.5714628675705358
688256,寒武纪,tech,student_A,local_semantic,-0.95490606655769916
688396,华润微,tech,student_A,local_semantic,0.29357788026323534
688508,芯朋微,tech,student_A,local_semantic,-0.78783675921962049
688521,芯原股份,tech,student_A,local_semantic,0.17080614800851579
688525,佰维存储,tech,student_A,local_semantic,-0.25292199965818457
688599,天合光能,growth,student_B,local_semantic,-2.4991254030026187
688608,恒玄科技,tech,student_A,local_semantic,-0.975818833684575
688766,普冉股份,tech,student_A,local_semantic,-0.065919803861823778
688772,珠海冠宇,growth,student_B,local_semantic,-1.3446696792159893
688981,中芯国际,tech,student_A,local_semantic,-0.3580533909779498
