code,name,sector,cohort_key,feature_source,PC5_raw
000001,平安银行,bluechip,student_C,local_semantic,5.0598907448704304
000002,万科A,bluechip,student_C,local_semantic,4.3193948641672923
000021,深科技,tech,student_A,local_semantic,-0.34271614890204316
000037,深南电A,growth,student_B,local_semantic,-1.1379900773628933
000060,中金岭南,global,student_B,local_semantic,1.651939167557265
000063,中兴通讯,tech,student_A,local_semantic,-0.71586920864926606
000089,深圳机场,bluechip,student_A,local_semantic,-10.266009902781351
000157,中联重科,bluechip,student_A,local_semantic,-9.33422479992897
000166,申万宏源,bluechip,student_C,local_semantic,4.0101743469104099
000301,东方盛虹,bluechip,student_B,local_semantic,3.0403815286869547
000338,潍柴动力,bluechip,student_A,local_semantic,-10.221069988053443
000408,藏格矿业,growth,student_B,local_semantic,1.4030855402339384
000423,东阿阿胶,defensive,student_C,local_semantic,5.7794801156319524
000425,徐工机械,bluechip,student_A,local_semantic,-11.600680995984675
000528,柳工,bluechip,student_A,local_semantic,-9.3346530596222923
000538,云南白药,defensive,student_C,local_semantic,6.1814636123228635
000539,粤电力A,defensive,student_B,local_semantic,-0.52619950578860308
000553,安道麦A,bluechip,student_B,local_semantic,3.3278462178119081
000568,泸州老窖,growth,student_C,local_semantic,5.0064210872422938
000591,太阳能,growth,student_B,local_semantic,-2.4487953064206773
000596,古井贡酒,growth,student_C,local_semantic,5.4428226661348313
000625,长安汽车,growth,student_A,local_semantic,-11.557447620396193
000630,铜陵有色,global,student_B,local_semantic,2.8053581191724968
000661,长春高新,growth,student_C,local_semantic,4.5081756102621657
000680,山推股份,bluechip,student_A,local_semantic,-9.7325222070062338
000688,国城矿业,global,student_B,local_semantic,2.6549498423099385
000690,宝新能源,defensive,student_B,local_semantic,-0.99855011629406565
000725,京东方A,tech,student_A,local_semantic,-0.22763505284340152
000768,中航西飞,growth,student_A,local_semantic,-10.578950077949456
000776,广发证券,bluechip,student_C,local_semantic,4.9575437075477797
000783,长江证券,bluechip,student_C,local_semantic,4.8077190119577953
000792,盐湖股份,growth,student_B,local_semantic,1.666486047111597
000799,酒鬼酒,growth,student_C,local_semantic,5.9030311233712442
000831,中国稀土,global,student_B,local_semantic,1.6749524287367346
000858,五粮液,bluechip,student_C,local_semantic,7.1289994552986835
000862,银星能源,growth,student_B,local_semantic,-2.12706670877827
000878,云南铜业,global,student_B,local_semantic,2.3726607032701681
000895,双汇发展,defensive,student_C,local_semantic,5.8379692633175182
000932,华菱钢铁,bluechip,student_B,local_semantic,3.1131179090029946
000960,锡业股份,global,student_B,local_semantic,2.2758906994965424
000963,华东医药,growth,student_C,local_semantic,6.089763174305066
000966,杉杉股份,growth,student_B,local_semantic,-1.340121714775923
000975,银泰黄金,global,student_B,local_semantic,2.7344827224505006
001258,立新能源,growth,student_B,local_semantic,-1.5831860765372407
001289,龙源电力,growth,student_B,local_semantic,-0.48001266245246194
001309,德明利,tech,student_A,local_semantic,0.46794548423874172
001979,招商蛇口,bluechip,student_C,local_semantic,4.0817346405529591
002007,华兰生物,growth,student_C,local_semantic,4.4150234558804158
002030,达安基因,growth,student_C,local_semantic,4.6305093083182243
002049,紫光国微,tech,student_A,local_semantic,0.20832544985283624
002064,华峰化学,growth,student_B,local_semantic,1.6342960119751802
002074,国轩高科,growth,student_B,local_semantic,-1.6046992309840191
002080,中材科技,growth,student_B,local_semantic,-2.6123217447126819
002097,山河智能,growth,student_A,local_semantic,-11.545131557962902
002114,罗平锌电,global,student_B,local_semantic,2.3465851302467629
002142,宁波银行,bluechip,student_C,local_semantic,4.5509223049465657
002155,湖南黄金,global,student_B,local_semantic,2.9662164246136946
002156,通富微电,tech,student_A,local_semantic,-0.61895350636011148
002185,华天科技,tech,student_A,local_semantic,-1.1113045077606092
002230,科大讯飞,tech,student_A,local_semantic,-0.23610535578844577
002236,大华股份,tech,student_A,local_semantic,-10.178801854708862
002240,盛新锂能,global,student_B,local_semantic,0.88462659223385121
002241,歌尔股份,tech,student_A,local_semantic,-0.82609052646053227
002294,信立泰,growth,student_C,local_semantic,5.0826452634810391
002304,洋河股份,bluechip,student_C,local_semantic,6.3804116951507384
002352,顺丰控股,growth,student_A,local_semantic,-10.871307220501695
002371,北方华创,tech,student_A,local_semantic,-0.26299177127587559
002407,多氟多,growth,student_B,local_semantic,-2.0185744870685913
002415,海康威视,tech,student_A,local_semantic,-1.1417461455280806
002422,科伦药业,growth,student_C,local_semantic,4.153060031340706
002460,赣锋锂业,tech,student_A,local_semantic,-0.42832783281058984
002466,天齐锂业,tech,student_A,local_semantic,-0.85320558849203088
002475,立讯精密,tech,student_A,local_semantic,-0.61454951984301986
002493,荣盛石化,bluechip,student_B,local_semantic,2.0892866779068422
002497,雅化集团,global,student_B,local_semantic,2.5372728866780996
002532,天山铝业,global,student_B,local_semantic,2.2776488674755244
002557,洽洽食品,defensive,student_C,local_semantic,6.820819062931271
002594,比亚迪,tech,student_A,local_semantic,-0.76320887025109485
002648,卫星化学,growth,student_B,local_semantic,1.7976346997048558
002709,天赐材料,growth,student_B,local_semantic,-1.5118260601975584
002736,国信证券,bluechip,student_C,local_semantic,4.8885783477994122
002738,中矿资源,global,student_B,local_semantic,2.3972961364136447
002756,永兴材料,global,student_B,local_semantic,2.3792711742261132
002812,恩捷股份,growth,student_B,local_semantic,-1.9918189710896745
002821,凯莱英,growth,student_C,local_semantic,5.4492647945283874
002926,华西证券,bluechip,student_C,local_semantic,4.7701076879778297
300014,亿纬锂能,tech,student_A,local_semantic,-1.3405036360064242
300015,爱尔眼科,growth,student_C,local_semantic,3.4615416743584655
300017,网宿科技,tech,student_A,local_semantic,-11.127892574326291
300037,新宙邦,growth,student_B,local_semantic,-2.2522665509754352
300059,东方财富,tech,student_A,local_semantic,0.47209944031143003
300073,当升科技,growth,student_B,local_semantic,-2.1294717093796924
300122,智飞生物,growth,student_C,local_semantic,5.0355127561972655
300142,沃森生物,growth,student_C,local_semantic,5.0743527850501433
300196,长海股份,tech,student_A,local_semantic,0.24284894850088748
300223,北京君正,tech,student_A,local_semantic,-1.3979939766978158
300244,迪安诊断,growth,student_C,local_semantic,4.521112276483982
300274,阳光电源,tech,student_A,local_semantic,-0.15249968901943506
300347,泰格医药,growth,student_C,local_semantic,5.4708007059166128
300363,博腾股份,growth,student_C,local_semantic,4.967982543356908
300450,先导智能,growth,student_B,local_semantic,-2.0298059048311647
300474,景嘉微,tech,student_A,local_semantic,0.22363027353717335
300475,香农芯创,tech,student_A,local_semantic,-0.22614391276378021
300568,星源材质,growth,student_B,local_semantic,-2.4557759675785964
300676,华大基因,growth,student_C,local_semantic,5.5566721322556107
300750,宁德时代,tech,student_A,local_semantic,-0.79296968165943671
300759,康龙化成,growth,student_C,local_semantic,6.1123156273359553
300760,迈瑞医疗,bluechip,student_C,local_semantic,6.285210170109389
300769,德方纳米,growth,student_B,local_semantic,-1.5586671932884619
300782,卓胜微,tech,student_A,local_semantic,0.0095647826469422055
300812,易天股份,tech,student_A,local_semantic,-0.37214704969395029
300957,贝泰妮,growth,student_C,local_semantic,5.7469360796543487
301308,江波龙,tech,student_A,local_semantic,0.34629395011446312
600000,浦发银行,bluechip,student_C,local_semantic,4.5648034717087098
600004,白云机场,bluechip,student_A,local_semantic,-9.6850906586879439
600009,上海机场,bluechip,student_A,local_semantic,-9.7448972845451056
600011,华能国际,growth,student_B,local_semantic,-2.63564667409223
600015,华夏银行,bluechip,student_C,local_semantic,3.5992909474849246
600016,民生银行,bluechip,student_C,local_semantic,4.5729649246758424
600018,上港集团,defensive,student_A,local_semantic,-10.208411574584966
600019,宝钢股份,bluechip,student_B,local_semantic,3.0475463685985376
600023,浙能电力,defensive,student_B,local_semantic,-0.56198940420371324
600025,华能水电,defensive,student_B,local_semantic,-1.5093907859653766
600026,中远海能,global,student_A,local_semantic,-10.274265358782348
600027,华电国际,defensive,student_B,local_semantic,-1.969160786066827
600029,南方航空,growth,student_A,local_semantic,-11.767526874489025
600030,中信证券,bluechip,student_C,local_semantic,4.0412924004214927
600031,三一重工,bluechip,student_A,local_semantic,-10.802672624291599
600036,招商银行,bluechip,student_C,local_semantic,5.1709462733715457
600048,保利发展,bluechip,student_C,local_semantic,5.2212939767640112
600085,同仁堂,defensive,student_C,local_semantic,6.5215349248920287
600096,云天化,growth,student_B,local_semantic,1.7530286587337507
600098,广州发展,defensive,student_B,local_semantic,-0.93623992393403488
600104,上汽集团,bluechip,student_A,local_semantic,-9.6787940875926637
600109,国金证券,bluechip,student_A,local_semantic,-8.8860697511159614
600111,北方稀土,global,student_B,local_semantic,2.0228626654873532
600115,中国东航,growth,student_A,local_semantic,-12.495181593555731
600132,重庆啤酒,growth,student_C,local_semantic,5.0612763918238963
600141,兴发集团,growth,student_B,local_semantic,1.168156059481575
600150,中国船舶,growth,student_A,local_semantic,-11.462305489978204
600167,联美量子,defensive,student_B,local_semantic,-1.0315584781976317
600188,兖矿能源,bluechip,student_B,local_semantic,3.5124288338155583
600196,复星医药,growth,student_C,local_semantic,5.2747928841536904
600219,南山铝业,global,student_B,local_semantic,2.8862759067040322
600236,桂冠电力,defensive,student_B,local_semantic,-1.4644734455009139
600276,恒瑞医药,bluechip,student_C,local_semantic,6.3917260342726827
600278,东方创业,global,student_A,local_semantic,-10.01928438701176
600309,万华化学,bluechip,student_B,local_semantic,2.2749374757550815
600317,营口港,defensive,student_A,local_semantic,-10.337324831048345
600332,白云山,defensive,student_C,local_semantic,5.271218354799033
600338,西藏珠峰,global,student_B,local_semantic,1.5818669052015732
600346,恒力石化,bluechip,student_B,local_semantic,2.8242043827082441
600362,江西铜业,global,student_B,local_semantic,2.5099388052444125
600380,健康元,defensive,student_C,local_semantic,6.160799606650424
600383,金地集团,bluechip,student_C,local_semantic,4.0060642209867776
600392,盛和资源,global,student_B,local_semantic,1.3585852050046443
600426,华鲁恒升,bluechip,student_B,local_semantic,3.8031861598821699
600428,中远海特,global,student_A,local_semantic,-10.627138936514026
600436,片仔癀,bluechip,student_C,local_semantic,6.9355395388755499
600438,通威股份,growth,student_B,local_semantic,-2.1239974370157273
600452,涪陵电力,defensive,student_B,local_semantic,-1.0873679226905872
600489,中金黄金,global,student_B,local_semantic,2.3435248833921545
600497,驰宏锌锗,global,student_B,local_semantic,1.1596257228283147
600519,贵州茅台,bluechip,student_C,local_semantic,6.8297849235071686
600521,华海药业,growth,student_C,local_semantic,4.6215243670743726
600547,山东黄金,global,student_B,local_semantic,2.1773889654465739
600549,厦门钨业,global,student_B,local_semantic,3.0447282883787237
600570,恒生电子,tech,student_A,local_semantic,-0.14545084254963397
600578,京能电力,defensive,student_B,local_semantic,-0.93965325229844721
600584,长电科技,tech,student_A,local_semantic,-0.92568358927675432
600585,海螺水泥,bluechip,student_B,local_semantic,3.2480720639918448
600588,用友网络,tech,student_A,local_semantic,-10.561950408823879
600600,青岛啤酒,defensive,student_C,local_semantic,5.2701827874392855
600606,绿地控股,bluechip,student_C,local_semantic,3.7163897147095932
600642,申能股份,defensive,student_B,local_semantic,-0.76165071401623119
600649,城投控股,bluechip,student_C,local_semantic,4.3095192271022391
600660,福耀玻璃,bluechip,student_A,local_semantic,-9.7909232545577574
600674,川投能源,defensive,student_B,local_semantic,-1.2110652365200623
600685,中船防务,growth,student_A,local_semantic,-12.409625703222089
600702,舍得酒业,growth,student_C,local_semantic,4.8981853195096097
600703,三安光电,tech,student_A,local_semantic,-0.62664217256507326
600745,闻泰科技,tech,student_A,local_semantic,-0.7314216506532496
600760,中航沈飞,growth,student_A,local_semantic,-11.053813303756593
600761,安徽合力,bluechip,student_A,local_semantic,-9.264172190039428
600780,通宝能源,defensive,student_B,local_semantic,-1.5312966825127048
600795,国电电力,defensive,student_B,local_semantic,-1.1278890288180849
600798,宁波海运,global,student_A,local_semantic,-11.077782784582332
600809,山西汾酒,growth,student_C,local_semantic,4.6832540647038901
600835,上海机电,defensive,student_A,local_semantic,-9.6846337608168866
600837,海通证券,bluechip,student_C,local_semantic,4.5300869365659509
600863,内蒙华电,defensive,student_B,local_semantic,-1.3793110625539753
600875,东方电气,growth,student_B,local_semantic,-1.8026799705368355
600886,国投电力,defensive,student_B,local_semantic,-0.55459055526296486
600887,伊利股份,defensive,student_C,local_semantic,5.6071787026140703
600893,航发动力,growth,student_A,local_semantic,-10.388925892668137
600900,长江电力,defensive,student_B,local_semantic,-0.51201126772026961
600905,三峡能源,growth,student_B,local_semantic,-2.0673218787106138
600918,中泰证券,bluechip,student_C,local_semantic,4.8918768517175657
600919,江苏银行,bluechip,student_C,local_semantic,5.6991452604782493
600926,杭州银行,bluechip,student_C,local_semantic,5.6231948903868574
600958,东方证券,bluechip,student_C,local_semantic,4.580478327202135
600961,株冶集团,global,student_B,local_semantic,2.0887603413480935
600971,恒源煤电,defensive,student_B,local_semantic,3.5599624166249297
600988,赤峰黄金,global,student_B,local_semantic,2.977483852420904
600998,九州通,defensive,student_C,local_semantic,6.2972193980905242
600999,招商证券,bluechip,student_C,local_semantic,4.5106501928470717
601006,大秦铁路,defensive,student_A,local_semantic,-10.30246837171552
601009,南京银行,bluechip,student_C,local_semantic,5.114765443029933
601012,隆基绿能,growth,student_B,local_semantic,-2.4140993677770286
601016,节能风电,growth,student_B,local_semantic,-2.1818161718544191
601018,宁波港,defensive,student_A,local_semantic,-10.493756274987
601066,中信建投,bluechip,student_C,local_semantic,3.4599991173606397
601069,西部黄金,global,student_B,local_semantic,1.7719597670653342
601088,中国神华,defensive,student_B,local_semantic,1.539287163413914
601100,恒立液压,growth,student_A,local_semantic,-11.719637342797618
601108,财通证券,bluechip,student_C,local_semantic,4.5568439374585035
601111,中国国航,growth,student_A,local_semantic,-11.418621382478236
601138,工业富联,tech,student_A,local_semantic,-1.4474534375887131
601166,兴业银行,bluechip,student_C,local_semantic,4.5776421341467772
601168,西部矿业,global,student_B,local_semantic,2.2577527601408622
601169,北京银行,defensive,student_C,local_semantic,4.139552774861964
601186,中国铁建,bluechip,student_A,local_semantic,-9.5626729564938255
601211,国泰君安,bluechip,student_C,local_semantic,4.9360192435191141
601225,陕西煤业,bluechip,student_B,local_semantic,3.2750411331423734
601229,上海银行,defensive,student_C,local_semantic,3.7272218418854193
601238,广汽集团,bluechip,student_A,local_semantic,-9.459465222189273
601288,农业银行,defensive,student_C,local_semantic,4.0773117010219497
601298,青岛港,defensive,student_A,local_semantic,-10.059143049952638
601318,中国平安,bluechip,student_C,local_semantic,3.8330707161615152
601319,中国人保,defensive,student_C,local_semantic,3.2219628874517703
601336,新华保险,bluechip,student_C,local_semantic,4.2819352565444273
601377,兴业证券,bluechip,student_C,local_semantic,4.5956496766891117
601398,工商银行,defensive,student_C,local_semantic,3.9096563056546461
601456,国联证券,growth,student_C,local_semantic,3.3244466331570082
601600,中国铝业,global,student_B,local_semantic,0.97719269015783894
601601,中国太保,bluechip,student_C,local_semantic,3.6972292291764397
601628,中国人寿,bluechip,student_C,local_semantic,4.1063540171414239
601633,长城汽车,growth,student_A,local_semantic,-11.264610621248391
601668,中国建筑,bluechip,student_A,local_semantic,-10.411633101606132
601669,中国电建,bluechip,student_A,local_semantic,-9.4839044344754058
601688,华泰证券,bluechip,student_C,local_semantic,4.9060767127411662
