feature,loading,absolute_loading
dim_513,0.013099858539024777,0.013099858539024777
dim_060,0.013081811295566096,0.013081811295566096
dim_140,0.013080830411173623,0.013080830411173623
dim_174,-0.013058084669551462,0.013058084669551462
dim_574,0.012996255979787739,0.012996255979787739
dim_173,0.012969064633412276,0.012969064633412276
dim_025,0.012825123037795766,0.012825123037795766
dim_139,-0.012816735884286265,0.012816735884286265
dim_162,0.012781296464864254,0.012781296464864254
dim_167,0.012730826841270094,0.012730826841270094
dim_550,0.012722921079701587,0.012722921079701587
dim_232,0.012718084138269903,0.012718084138269903
dim_269,0.012705743999656524,0.012705743999656524
dim_540,0.01268741614672525,0.01268741614672525
dim_654,-0.012679289643137972,0.012679289643137972
dim_443,0.012652210339838595,0.012652210339838595
dim_752,0.012575335053660042,0.012575335053660042
dim_033,-0.012565967302417113,0.012565967302417113
dim_407,-0.012482866541301487,0.012482866541301487
dim_661,0.0124753094641019,0.0124753094641019
dim_728,0.012423700103478796,0.012423700103478796
dim_635,0.012423173436199563,0.012423173436199563
dim_026,-0.01238642165877989,0.01238642165877989
dim_325,-0.012376221481163135,0.012376221481163135
dim_036,0.0123365543547888,0.0123365543547888
dim_442,0.012319091356351097,0.012319091356351097
dim_670,-0.012306918780394353,0.012306918780394353
dim_193,0.01220363647456978,0.01220363647456978
dim_470,0.012197672245557675,0.012197672245557675
dim_333,0.012186723354844345,0.012186723354844345
dim_392,-0.012178656839133339,0.012178656839133339
dim_751,-0.0121680847350747,0.0121680847350747
dim_705,-0.012160865557320799,0.012160865557320799
dim_511,-0.012002626235034486,0.012002626235034486
dim_580,0.011986152553679233,0.011986152553679233
dim_354,0.011811937508680466,0.011811937508680466
dim_742,-0.011790341473464834,0.011790341473464834
dim_358,0.011655428622793815,0.011655428622793815
dim_045,-0.011647406367684585,0.011647406367684585
dim_425,-0.011645789787834098,0.011645789787834098
dim_258,-0.011642210108132293,0.011642210108132293
dim_590,-0.011617292559980862,0.011617292559980862
dim_175,0.011558585369196754,0.011558585369196754
dim_539,0.011526380419812521,0.011526380419812521
dim_266,-0.011523333032842623,0.011523333032842623
dim_759,-0.011457508734011282,0.011457508734011282
dim_702,0.011446053224965549,0.011446053224965549
dim_381,0.011430311755533393,0.011430311755533393
dim_459,-0.011381058763235958,0.011381058763235958
dim_393,0.01134721620213525,0.01134721620213525
dim_181,0.011339886633089463,0.011339886633089463
dim_214,-0.01123787530850901,0.01123787530850901
dim_585,-0.011194559971528828,0.011194559971528828
dim_362,-0.011177912758184274,0.011177912758184274
dim_564,-0.011153046027831575,0.011153046027831575
dim_001,0.011134757411368601,0.011134757411368601
dim_203,0.011033849563936805,0.011033849563936805
dim_330,-0.010956800589395877,0.010956800589395877
dim_394,-0.010951521117568008,0.010951521117568008
dim_438,0.010902206969597166,0.010902206969597166
dim_472,0.010898854411015665,0.010898854411015665
dim_341,-0.010891855218246449,0.010891855218246449
dim_218,-0.010844509004939868,0.010844509004939868
dim_739,0.010825307367746406,0.010825307367746406
dim_159,0.010823578128237171,0.010823578128237171
dim_411,-0.010793636990719136,0.010793636990719136
dim_212,0.010769192492421429,0.010769192492421429
dim_548,-0.010727719143788911,0.010727719143788911
dim_336,-0.010726371379709618,0.010726371379709618
dim_429,0.010680848535182003,0.010680848535182003
dim_643,0.010670339200092013,0.010670339200092013
dim_503,0.010665340269449184,0.010665340269449184
dim_168,0.010645502867631839,0.010645502867631839
dim_244,-0.01060940563346255,0.01060940563346255
dim_463,-0.010580714734110949,0.010580714734110949
dim_295,-0.010565238286344262,0.010565238286344262
dim_541,0.010501548493600464,0.010501548493600464
dim_486,-0.010486473233484327,0.010486473233484327
dim_405,-0.010479713475794931,0.010479713475794931
dim_038,-0.01041328611326201,0.01041328611326201
dim_666,0.010403924175401093,0.010403924175401093
dim_070,-0.010351463251159092,0.010351463251159092
dim_649,0.010344607486908772,0.010344607486908772
dim_577,-0.010318907832231577,0.010318907832231577
dim_510,0.010279527725384083,0.010279527725384083
dim_604,0.010257862021455261,0.010257862021455261
dim_124,-0.010236401272836738,0.010236401272836738
dim_625,0.010167877515693305,0.010167877515693305
dim_043,0.010131237206096252,0.010131237206096252
dim_419,0.010085617493496561,0.010085617493496561
dim_199,0.010054105520466235,0.010054105520466235
dim_452,0.0099889033035247838,0.0099889033035247838
dim_684,0.0099577058897761736,0.0099577058897761736
dim_673,-0.0099035520595752314,0.0099035520595752314
dim_009,-0.0098418856497513828,0.0098418856497513828
dim_102,-0.0098403376371608876,0.0098403376371608876
dim_681,-0.00982850380876653,0.00982850380876653
dim_125,-0.0097995412994905575,0.0097995412994905575
dim_741,-0.0097927074071505211,0.0097927074071505211
dim_672,0.0097900108840922682,0.0097900108840922682
dim_627,0.0097586096716023932,0.0097586096716023932
dim_150,0.00975532420205843,0.00975532420205843
dim_399,-0.009728164939594856,0.009728164939594856
dim_436,-0.0096786237629957143,0.0096786237629957143
dim_121,-0.0095130863776354407,0.0095130863776354407
dim_367,-0.0094825170514625107,0.0094825170514625107
dim_606,-0.0094686061422463684,0.0094686061422463684
dim_648,0.0094638978013807749,0.0094638978013807749
dim_005,-0.0093585854603820406,0.0093585854603820406
dim_327,-0.0093479928699194831,0.0093479928699194831
dim_319,0.0093470731745355293,0.0093470731745355293
dim_022,-0.0092711838310512561,0.0092711838310512561
dim_476,0.0092024091697274057,0.0092024091697274057
