date,open,close,high,low,volume,pct_chg,amplitude,ma5,ma20,ma60
2024-09-06,5.773,5.633,5.773,5.633,23845.0,-2.0858682426560082,2.4335129497653343,5.713,5.7905,6.207999999999999
2024-09-09,5.593,5.663,5.673,5.563,22293.0,0.5325758920646129,1.9527782709036094,5.699,5.7765,6.1931666666666665
2024-09-10,5.703,5.723,5.723,5.593,27540.0,1.059509094119715,2.295603037259401,5.699,5.762,6.177666666666667
2024-09-11,5.723,5.703,5.723,5.643,20771.0,-0.34946706272932504,1.3978682509173523,5.695,5.7475000000000005,6.162999999999999
2024-09-12,5.703,5.743,5.783,5.663,23419.0,0.701385235840779,2.1041557075223585,5.693,5.733,6.152333333333334
2024-09-13,5.743,5.663,5.743,5.663,20051.0,-1.3930001741250253,1.3930001741250229,5.699,5.718500000000001,6.136333333333334
2024-09-18,5.653,5.613,5.683,5.563,23014.0,-0.8829242450997699,2.1190181882394508,5.689,5.702500000000001,6.122333333333333
2024-09-19,5.633,5.773,5.783,5.623,40864.0,2.850525565651152,2.850525565651169,5.699,5.703,6.116333333333333
2024-09-20,5.763,5.693,5.803,5.663,24359.0,-1.385761302615629,2.4250822795773375,5.697000000000001,5.7055,6.098666666666667
2024-09-23,5.693,5.693,5.723,5.663,19175.0,0.0,1.053925873880197,5.686999999999999,5.7105,6.074000000000001
2024-09-24,5.723,5.833,5.833,5.703,46819.0,2.459160372387159,2.283506060073773,5.721,5.723,6.0565
2024-09-25,5.903,5.873,5.983,5.853,73298.0,0.6857534716269598,2.228698782787586,5.773000000000001,5.7265,6.0375
2024-09-26,5.883,5.993,5.993,5.853,61470.0,2.043248765537209,2.383790226460081,5.817,5.7445,6.0151666666666666
2024-09-27,6.083,6.203,6.273,6.053,127788.0,3.5040881027865733,3.6709494410145127,5.919,5.7675,6.000666666666667
2024-09-30,6.393,6.693,6.753,6.263,224132.0,7.899403514428482,7.899403514428506,6.119000000000001,5.813000000000001,5.996333333333333
2024-10-08,7.343,6.943,7.363,6.683,286238.0,3.7352457791722804,10.159868519348583,6.340999999999999,5.868499999999999,5.998666666666666
2024-10-09,6.923,6.453,6.923,6.413,164392.0,-7.057467953334284,7.345527869796915,6.457000000000001,5.9045000000000005,5.991333333333333
2024-10-10,6.453,6.483,6.653,6.403,102171.0,0.46490004649000216,3.8741670540833715,6.555,5.942500000000001,5.985
2024-10-11,6.443,6.243,6.493,6.163,82784.0,-3.7019898195279843,5.090236001850997,6.563,5.968500000000001,5.979666666666668
2024-10-14,6.283,6.373,6.403,6.213,63427.0,2.08233221207752,3.043408617651762,6.499,5.9995,5.975
