network,variant,horizon,n_days,n_days_excluded,mean_n_stocks,mean_pearson_ic,std_pearson_ic,icir_pearson,t_stat_pearson,spearman_n_days,mean_spearman_ic,std_spearman_ic,icir_spearman,t_stat_spearman,p_value_pearson,holm_adjusted_p
W-ind,alpha_0.05,5,68,1,98.40579710144928,0.022373487237493914,0.17322263423910964,0.12916029903234494,1.0650831110934416,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.28683832125390696,1.0
W-ind,alpha_0.05,20,65,4,94.05797101449275,0.016146297239397187,0.16213503967593332,0.09958548918031244,0.8028838817620754,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204185306548836,1.0
W-ind,alpha_0.20,5,68,1,98.40579710144928,0.022373568361927915,0.17322258596879375,0.12916080334904212,1.0650872697954639,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.28683643949217874,1.0
W-ind,alpha_0.20,20,65,4,94.05797101449275,0.016146274969726645,0.16213526294191008,0.09958521469516192,0.8028816687920436,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204313226409207,1.0
W-ind,alpha_0.60,5,68,1,98.40579710144928,0.022374098467002387,0.17322227088783784,0.12916409854417454,1.06511444267064,68,0.029238660970867844,0.18203895222854036,0.16061760745667356,1.3244867217557197,0.28682414430413417,1.0
W-ind,alpha_0.60,20,65,4,94.05797101449275,0.016146129522492565,0.1621367211569138,0.09958342198659952,0.8028672155135461,65,0.025189303823155568,0.20414687074963037,0.12338814565542967,0.9947870333586779,0.4220514869806522,1.0
W-ind,alpha_0.75,5,68,1,98.40579710144928,0.022374774281245836,0.17322187005295706,0.12916829886668157,1.0651490794173561,68,0.029240116123683012,0.18203608055224962,0.16062813501024734,1.3245735341864477,0.286808472377873,1.0
W-ind,alpha_0.75,20,65,4,94.05797101449275,0.01614594427971332,0.16213857841115184,0.09958113878839095,0.8028488077810982,65,0.02517883809840413,0.20414925893336158,0.12333543716963974,0.9943620839607169,0.4220621277093901,1.0
W-ind,b0_alpha_0.40,5,68,1,98.40579710144928,0.02237374189067762,0.17322248276285857,0.1291618820710892,1.0650961651653454,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.2868324144742411,1.0
W-ind,b0_alpha_0.40,20,65,4,94.05797101449275,0.016146227343917716,0.16213574042083614,0.09958462768300749,0.8028769361487533,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204586795751853,1.0
W-ind,gate_V1,5,68,1,98.40579710144928,0.02237374189067762,0.17322248276285857,0.1291618820710892,1.0650961651653454,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.2868324144742411,1.0
W-ind,gate_V1,20,65,4,94.05797101449275,0.016146227343917716,0.16213574042083614,0.09958462768300749,0.8028769361487533,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204586795751853,1.0
W-ind,gate_V2,5,68,1,98.40579710144928,0.02237374189067762,0.17322248276285857,0.1291618820710892,1.0650961651653454,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.2868324144742411,1.0
W-ind,gate_V2,20,65,4,94.05797101449275,0.016146227343917716,0.16213574042083614,0.09958462768300749,0.8028769361487533,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204586795751853,1.0
W-ind,gate_V3,5,68,1,98.40579710144928,0.02237374189067762,0.17322248276285857,0.1291618820710892,1.0650961651653454,68,0.029237569625238685,0.18203303391925343,0.16061683418520586,1.3244803451958427,0.2868324144742411,1.0
W-ind,gate_V3,20,65,4,94.05797101449275,0.016146227343917716,0.16213574042083614,0.09958462768300749,0.8028769361487533,65,0.025206239268662445,0.2041407478019588,0.12347480618183855,0.9954857128591894,0.42204586795751853,1.0
W-ind,placebo_node_permutation,5,68,1,98.40579710144928,0.0218317186632745,0.17305468372306312,0.12615502911329163,1.040301020473945,68,0.029054122509424102,0.1828382315196286,0.15890616676799893,1.310373820292949,0.29820007024403505,1.0
W-ind,placebo_node_permutation,20,65,4,94.05797101449275,0.01525020171164436,0.16194155301946947,0.09417102298513155,0.7592310597270776,65,0.02498479858844594,0.20325907911493407,0.12292094747865179,0.9910203612379594,0.44771434921724707,1.0
