network,variant,horizon,n_days,n_days_excluded,mean_n_stocks,mean_pearson_ic,std_pearson_ic,icir_pearson,t_stat_pearson,spearman_n_days,mean_spearman_ic,std_spearman_ic,icir_spearman,t_stat_spearman,p_value_pearson,holm_adjusted_p
W-ind,alpha_0.00,5,339,5,98.37209302325581,0.02537438207832172,0.19506435361472052,0.13008210679250853,2.395065589512906,339,0.00421502584849279,0.19723484679761413,0.021370594075690367,0.39347436600005975,0.016617392386599317,0.4984835896455131
W-ind,alpha_0.00,20,324,20,94.01744186046511,0.0065522992210361964,0.17199442448054367,0.03809599782565862,0.6857279608618551,324,0.0017605081586254078,0.19098054589642346,0.00921825911828843,0.16592866412919174,0.49288467129219393,1.0
W-ind,alpha_0.05,5,339,5,98.37209302325581,0.025374388920348843,0.19506436877870692,0.13008213175587757,2.3950660491372746,339,0.00421502584849279,0.19723484679761413,0.021370594075690367,0.39347436600005975,0.016617371555478266,0.4984835896455131
W-ind,alpha_0.05,20,324,20,94.01744186046511,0.006552231728824594,0.17199447301399381,0.03809559466653031,0.6857207039975456,324,0.0017605081586254078,0.19098054589642346,0.00921825911828843,0.16592866412919174,0.49288924830948533,1.0
W-ind,alpha_0.20,5,339,5,98.37209302325581,0.025374414719508943,0.19506442592882636,0.13008222590400656,2.3950677825881663,339,0.004212617798183573,0.1972345905622851,0.02135841277219202,0.3932500844169605,0.01661729299212733,0.4984835896455131
W-ind,alpha_0.20,20,324,20,94.01744186046511,0.006551977317586936,0.17199465596050623,0.03809407496411642,0.6856933493540955,324,0.0017577214098069142,0.1909809595192654,0.009203647390982986,0.16566565303769376,0.4929065015136924,1.0
W-ind,alpha_0.60,5,339,5,98.37209302325581,0.02537458348067409,0.19506479865810106,0.13008284249763216,2.3950791352807985,339,0.004213967750324859,0.1972393624804653,0.02136474026954033,0.39336658599846436,0.016616778474177973,0.4984835896455131
W-ind,alpha_0.60,20,324,20,94.01744186046511,0.006550316269260321,0.1719958504218642,0.03808415292109653,0.6855147525797375,324,0.0017592865701022342,0.19098142183650538,0.009211820464968145,0.1658127683694266,0.49301915456992806,1.0
W-ind,alpha_0.75,5,339,5,98.37209302325581,0.025374799073332153,0.1950652720437289,0.1300836320451943,2.3950936723931195,339,0.004211304309314667,0.19723992292187878,0.021351176003970792,0.39311684138320807,0.016616119654850436,0.4984835896455131
W-ind,alpha_0.75,20,324,20,94.01744186046511,0.006548202143723924,0.17199737070493223,0.03807152468020923,0.6852874442437662,324,0.0017485976705244404,0.19098307894169053,0.009155772753345906,0.1648039095602263,0.4931625532491133,1.0
